time;gFx;gFy;gFz;TgF
08:33:57:2640;0,4930;-0,0172;0,7542;0,888
08:33:57:2690;0,5020;0,0576;0,7654;0,905
08:33:57:2740;0,5072;0,0523;0,7379;0,884
08:33:57:2770;0,5018;-0,0598;0,7168;0,863
08:33:57:2800;0,4828;-0,1263;0,6754;0,825
08:33:57:2850;0,4729;-0,0943;0,6364;0,784
08:33:57:2910;0,4685;0,0040;0,6495;0,787
08:33:57:2940;0,4522;-0,0508;0,6413;0,773
08:33:57:2990;0,4149;-0,0653;0,6072;0,725
08:33:57:3350;0,4073;-0,0590;0,6241;0,734
08:33:57:3530;0,4520;-0,0002;0,6402;0,770
08:33:57:3590;0,4955;-0,0228;0,6921;0,838
08:33:57:3610;0,5202;-0,0905;0,7158;0,875
08:33:57:3650;0,5269;-0,1131;0,7286;0,892
08:33:57:3680;0,5311;-0,0594;0,7381;0,897
08:33:57:3710;0,5309;-0,0188;0,7463;0,902
08:33:57:3730;0,5400;-0,0102;0,7843;0,939
08:33:57:3760;0,5441;0,0091;0,8278;0,978
08:33:57:3790;0,5656;0,0223;0,8129;0,977
08:33:57:3810;0,5668;0,0225;0,7972;0,965
08:33:57:3830;0,5557;-0,0187;0,7862;0,949
08:33:57:3840;0,5572;-0,0447;0,7423;0,915
08:33:57:3860;0,5689;-0,0420;0,7410;0,921
08:33:57:3880;0,5451;-0,0018;0,7733;0,933
08:33:57:3900;0,5353;-0,0064;0,7868;0,939
08:33:57:3930;0,5359;-0,0283;0,7653;0,921
08:33:57:3940;0,5551;-0,0122;0,7550;0,923
08:33:57:3960;0,5327;0,0290;0,7422;0,901
08:33:57:4000;0,5072;-0,0060;0,7463;0,889
08:33:57:4050;0,5357;-0,1278;0,7465;0,913
08:33:57:4110;0,5447;-0,1910;0,7338;0,919
08:33:57:4160;0,5185;0,0009;0,6936;0,852
08:33:57:4200;0,4732;0,1157;0,6834;0,827
08:33:57:4250;0,4896;0,0585;0,6574;0,809
08:33:57:4480;0,4834;-0,1103;0,6525;0,805
08:33:57:4560;0,4794;-0,0827;0,6381;0,788
08:33:57:4590;0,4500;0,0612;0,6652;0,793
08:33:57:4650;0,4738;-0,0224;0,7010;0,833
08:33:57:4680;0,5155;-0,1640;0,7318;0,896
08:33:57:4710;0,5097;-0,0979;0,7451;0,894
08:33:57:4750;0,5075;0,1127;0,7140;0,871
08:33:57:4790;0,5672;0,1331;0,7550;0,941
08:33:57:4820;0,5927;-0,0975;0,7994;0,986
08:33:57:4850;0,5772;-0,1696;0,7815;0,972
08:33:57:4890;0,5306;0,0170;0,7613;0,915
08:33:57:4950;0,5267;0,1095;0,7529;0,913
08:33:57:4980;0,5444;-0,0078;0,7667;0,927
08:33:57:5010;0,5188;-0,1254;0,7997;0,948
08:33:57:5040;0,5263;-0,0496;0,7733;0,923
08:33:57:5060;0,5235;0,1437;0,7953;0,951
08:33:57:5140;0,5578;0,0866;0,7864;0,955
08:33:57:5190;0,5757;-0,0889;0,7460;0,932
08:33:57:5210;0,5522;-0,2032;0,7230;0,917
08:33:57:5260;0,5106;-0,0199;0,7050;0,857
08:33:57:5310;0,4803;0,1451;0,7131;0,860
08:33:57:5350;0,5148;-0,0262;0,7279;0,878
08:33:57:5400;0,5363;-0,2421;0,7771;0,960
08:33:57:5620;0,5206;-0,0599;0,8072;0,949
08:33:57:5660;0,5171;0,2131;0,7769;0,946
08:33:57:5680;0,5485;0,1795;0,7382;0,925
08:33:57:5700;0,5469;-0,0912;0,7594;0,926
08:33:57:5730;0,5053;-0,1878;0,8108;0,960
08:33:57:5760;0,5026;-0,0447;0,7412;0,883
08:33:57:5780;0,5496;0,0872;0,7012;0,882
08:33:57:5820;0,5643;0,0028;0,7288;0,908
08:33:57:6020;0,5363;-0,0732;0,7223;0,888
08:33:57:6070;0,4799;0,0366;0,7487;0,878
08:33:57:6110;0,4592;0,1183;0,7454;0,872
08:33:57:6160;0,4696;0,0053;0,7358;0,860
08:33:57:6190;0,4826;-0,1417;0,7097;0,856
08:33:57:6230;0,5470;-0,0994;0,6368;0,830
08:33:57:6260;0,5585;0,0977;0,6374;0,839
08:33:57:6300;0,4998;0,1041;0,6514;0,815
08:33:57:6320;0,4534;0,0019;0,6296;0,762
08:33:57:6350;0,4288;-0,0704;0,6543;0,772
08:33:57:6380;0,4214;-0,0132;0,6834;0,790
08:33:57:6610;0,4258;0,0621;0,6517;0,769
08:33:57:6650;0,4396;0,0615;0,6871;0,806
08:33:57:6680;0,4700;-0,0468;0,7118;0,841
08:33:57:6710;0,4993;-0,0315;0,6913;0,840
08:33:57:6740;0,4867;0,0409;0,6911;0,833
08:33:57:6760;0,5070;0,1158;0,6809;0,844
08:33:57:6800;0,5209;0,0784;0,7258;0,884
08:33:57:6830;0,5187;-0,0582;0,7761;0,922
08:33:57:6850;0,5084;-0,0134;0,7728;0,912
08:33:57:6880;0,4725;0,1094;0,8283;0,949
08:33:57:6910;0,4745;0,0830;0,7859;0,910
08:33:57:7000;0,5602;-0,0325;0,6950;0,879
08:33:57:7040;0,6124;-0,0701;0,7266;0,938
08:33:57:7070;0,6176;0,0302;0,7059;0,924
08:33:57:7320;0,5457;0,1012;0,6806;0,865
08:33:57:7350;0,4538;-0,0054;0,6786;0,803
08:33:57:7420;0,3864;-0,1213;0,6604;0,762
08:33:57:7490;0,3750;-0,0433;0,6745;0,761
08:33:57:7530;0,4390;0,1120;0,6530;0,783
08:33:57:7560;0,5114;0,1226;0,6728;0,841
08:33:57:7580;0,4881;-0,0437;0,7154;0,854
08:33:57:7610;0,4904;-0,1312;0,6315;0,795
08:33:57:7630;0,5014;0,0124;0,6125;0,777
08:33:57:7650;0,4805;0,1063;0,6695;0,818
08:33:57:7660;0,4544;0,0694;0,6850;0,813
08:33:57:7680;0,4394;0,0450;0,6593;0,781
08:33:57:7730;0,4520;0,0587;0,7018;0,825
08:33:57:7770;0,4779;0,0370;0,7540;0,881
08:33:57:7830;0,5170;0,0446;0,7324;0,885
08:33:57:7870;0,5476;0,0710;0,6875;0,868
08:33:57:7920;0,5232;0,0582;0,6744;0,842
08:33:57:8140;0,4924;0,0619;0,6476;0,803
08:33:57:8180;0,4424;0,0597;0,6775;0,799
08:33:57:8210;0,4464;0,0524;0,6728;0,797
08:33:57:8230;0,4267;0,0193;0,6338;0,751
08:33:57:8260;0,4380;-0,0347;0,6101;0,738
08:33:57:8280;0,4462;-0,0174;0,6374;0,765
08:33:57:8290;0,4538;0,0416;0,6655;0,794
08:33:57:8330;0,4689;0,0720;0,6591;0,799
08:33:57:8370;0,4821;0,0119;0,6523;0,798
08:33:57:8470;0,4642;-0,0007;0,6868;0,816
08:33:57:8520;0,4730;0,0270;0,6875;0,822
08:33:57:8540;0,5028;0,0939;0,7004;0,855
08:33:57:8570;0,5179;0,0221;0,7172;0,871
08:33:57:8640;0,5201;-0,0328;0,6957;0,855
08:33:57:8680;0,4931;0,0402;0,7172;0,858
08:33:57:8720;0,4868;0,1301;0,7060;0,855
08:33:57:8780;0,4889;0,1307;0,6817;0,837
08:33:57:8830;0,4776;0,0168;0,6958;0,831
08:33:57:8880;0,4644;-0,0464;0,6788;0,810
08:33:57:8930;0,4587;0,0795;0,6580;0,793
08:33:57:8990;0,4358;0,1435;0,6546;0,788
08:33:57:9030;0,4560;0,0638;0,6360;0,772
08:33:57:9080;0,4587;-0,0551;0,6936;0,820
08:33:57:9330;0,4740;0,0129;0,7209;0,850
08:33:57:9370;0,4821;0,1569;0,7280;0,876
08:33:57:9390;0,4996;0,1106;0,7432;0,890
08:33:57:9430;0,5388;-0,0366;0,7374;0,900
08:33:57:9460;0,5308;-0,0348;0,7598;0,914
08:33:57:9490;0,5225;0,0865;0,7476;0,904
08:33:57:9520;0,5010;0,1547;0,7163;0,876
08:33:57:9540;0,4859;0,0427;0,6675;0,814
08:33:57:9580;0,4962;-0,0576;0,6015;0,767
08:33:57:9610;0,4935;0,0541;0,6156;0,777
08:33:57:9640;0,4374;0,1744;0,6821;0,818
08:33:57:9700;0,3822;0,1320;0,7139;0,810
08:33:57:9740;0,4619;-0,0147;0,7245;0,847
08:33:57:9780;0,5341;-0,0943;0,7346;0,899
08:33:57:9840;0,5119;0,0661;0,6971;0,854
08:33:57:9880;0,5010;0,1378;0,6890;0,851
08:33:57:9930;0,5568;-0,0089;0,7479;0,919
08:33:58:0130;0,5800;-0,1775;0,7627;0,959
08:33:58:0200;0,5510;-0,0292;0,7175;0,891
08:33:58:0240;0,5299;0,2583;0,7183;0,918
08:33:58:0260;0,5181;0,1660;0,7631;0,926
08:33:58:0300;0,5229;-0,1302;0,7629;0,920
08:33:58:0330;0,5172;-0,1749;0,7268;0,894
08:33:58:0360;0,5207;0,0236;0,7330;0,886
08:33:58:0400;0,5180;0,1918;0,7130;0,890
08:33:58:0440;0,5105;0,1084;0,7087;0,868
08:33:58:0470;0,4884;-0,0140;0,7401;0,874
08:33:58:0500;0,4945;-0,0157;0,7705;0,903
08:33:58:0550;0,5284;0,1246;0,7850;0,942
08:33:58:0590;0,5523;0,1119;0,7531;0,928
08:33:58:0680;0,5410;-0,0093;0,7557;0,916
08:33:58:0730;0,5297;-0,0784;0,7828;0,935
08:33:58:0760;0,5714;0,0475;0,7531;0,933
08:33:58:0800;0,5730;0,1689;0,7800;0,970
08:33:58:0860;0,5458;0,1198;0,8082;0,970
08:33:58:0900;0,5491;-0,0077;0,8125;0,967
08:33:58:0940;0,5641;-0,0254;0,8047;0,969
08:33:58:1010;0,5584;0,0228;0,7962;0,960
08:33:58:1050;0,5501;0,0819;0,7873;0,951
08:33:58:1100;0,5592;0,0494;0,7921;0,958
08:33:58:1310;0,5749;0,0262;0,7724;0,950
08:33:58:1350;0,5432;0,0375;0,7762;0,935
08:33:58:1380;0,5148;0,0811;0,7715;0,919
08:33:58:1400;0,5243;0,0734;0,7741;0,925
08:33:58:1430;0,5540;0,0027;0,7653;0,931
08:33:58:1460;0,5814;-0,0452;0,7164;0,909
08:33:58:1490;0,5763;0,0330;0,6649;0,866
08:33:58:1510;0,5027;0,0839;0,7025;0,855
08:33:58:1590;0,4879;0,0628;0,7423;0,878
08:33:58:1640;0,5111;0,0039;0,7870;0,926
08:33:58:1660;0,5525;-0,0041;0,8055;0,964
08:33:58:1710;0,5689;0,0604;0,8140;0,982
08:33:58:1750;0,5711;0,0326;0,8068;0,976
08:33:58:1800;0,5417;0,0084;0,7898;0,945
08:33:58:1850;0,5347;-0,0419;0,7631;0,919
08:33:58:1890;0,5562;-0,0126;0,7834;0,947
08:33:58:1940;0,5523;0,0234;0,7589;0,925
08:33:58:2170;0,5108;0,0848;0,7408;0,891
08:33:58:2200;0,4845;0,0862;0,7452;0,881
08:33:58:2250;0,4914;0,0448;0,7496;0,885
08:33:58:2290;0,5059;0,0077;0,7516;0,893
08:33:58:2310;0,5084;0,0017;0,7103;0,860
08:33:58:2340;0,5105;0,0223;0,6610;0,822
08:33:58:2360;0,4854;-0,0019;0,6497;0,797
08:33:58:2400;0,4942;-0,0402;0,6735;0,822
08:33:58:2420;0,4945;0,0171;0,7443;0,881
08:33:58:2470;0,4890;0,1208;0,7330;0,877
08:33:58:2510;0,5040;0,1009;0,7087;0,863
08:33:58:2550;0,4984;-0,0175;0,7391;0,878
08:33:58:2600;0,4893;-0,0675;0,7750;0,906
08:33:58:2660;0,5076;0,0358;0,7766;0,916
08:33:58:2710;0,5417;0,0867;0,7713;0,934
08:33:58:2750;0,5763;-0,0071;0,7374;0,922
08:33:58:2810;0,5493;-0,0347;0,7217;0,893
08:33:58:2860;0,5075;0,0925;0,7212;0,874
08:33:58:2900;0,5043;0,1818;0,7114;0,879
08:33:58:2950;0,5082;0,0570;0,7218;0,872
08:33:58:3030;0,4809;-0,0716;0,7040;0,842
08:33:58:3070;0,4627;-0,0532;0,6724;0,804
08:33:58:3110;0,4557;0,0237;0,6643;0,793
08:33:58:3350;0,4649;0,0679;0,6717;0,807
08:33:58:3400;0,4901;0,0289;0,7001;0,842
08:33:58:3430;0,5203;-0,0012;0,7280;0,881
08:33:58:3460;0,5104;0,0295;0,7473;0,892
08:33:58:3500;0,5008;0,0940;0,7730;0,914
08:33:58:3540;0,4835;0,0392;0,7723;0,900
08:33:58:3570;0,5081;-0,0763;0,7510;0,896
08:33:58:3600;0,5412;-0,0508;0,7478;0,911
08:33:58:3630;0,5399;0,0907;0,7340;0,903
08:33:58:3660;0,5391;0,1384;0,6875;0,872
08:33:58:3700;0,5176;0,0400;0,7002;0,858
08:33:58:3730;0,4845;0,0003;0,7096;0,846
08:33:58:3770;0,4599;0,0540;0,7125;0,837
08:33:58:3820;0,4735;0,0689;0,7067;0,841
08:33:58:3860;0,4804;0,0325;0,6983;0,835
08:33:58:3910;0,5008;-0,0077;0,6987;0,846
08:33:58:3960;0,5181;0,0107;0,7262;0,879
08:33:58:4010;0,5286;0,0472;0,7226;0,883
08:33:58:4060;0,5170;0,0998;0,7230;0,882
08:33:58:4110;0,5337;0,1073;0,7123;0,884
08:33:58:4370;0,5516;0,0649;0,7038;0,883
08:33:58:4420;0,5359;-0,0199;0,7134;0,878
08:33:58:4460;0,4873;-0,0348;0,7244;0,860
08:33:58:4510;0,4519;0,0678;0,7316;0,851
08:33:58:4540;0,4784;0,0894;0,7307;0,866
08:33:58:4580;0,4954;0,0921;0,6830;0,836
08:33:58:4610;0,4900;0,1050;0,5982;0,767
08:33:58:4640;0,4768;0,1153;0,6409;0,794
08:33:58:4680;0,4773;0,0894;0,7501;0,882
08:33:58:4720;0,4872;0,0410;0,7407;0,875
08:33:58:4760;0,5029;0,0080;0,7029;0,851
08:33:58:4780;0,4776;0,0154;0,6795;0,818
08:33:58:4810;0,4711;0,0863;0,7229;0,855
08:33:58:4840;0,4955;0,1160;0,7908;0,929
08:33:58:4870;0,5587;0,0167;0,7773;0,944
08:33:58:4930;0,5939;-0,1150;0,7409;0,941
08:33:58:4970;0,5755;-0,0684;0,7470;0,931
08:33:58:5040;0,5082;0,1549;0,7227;0,885
08:33:58:5080;0,4664;0,1016;0,7294;0,860
08:33:58:5120;0,4903;-0,0673;0,7288;0,867
08:33:58:5360;0,5126;-0,1663;0,7442;0,905
08:33:58:5400;0,5146;0,0778;0,7068;0,865
08:33:58:5430;0,4732;0,2121;0,6631;0,831
08:33:58:5470;0,4639;0,1094;0,6174;0,767
08:33:58:5500;0,4807;-0,1153;0,6576;0,808
08:33:58:5530;0,4834;-0,1059;0,7079;0,850
08:33:58:5550;0,4490;0,0716;0,6989;0,822
08:33:58:5580;0,4625;0,0364;0,6972;0,825
08:33:58:5600;0,4970;-0,0629;0,6927;0,841
08:33:58:5630;0,5297;-0,0167;0,7110;0,873
08:33:58:5690;0,5438;0,1409;0,7192;0,900
08:33:58:5730;0,5556;0,1618;0,7301;0,919
08:33:58:5770;0,5389;-0,0375;0,7522;0,912
08:33:58:5850;0,4910;-0,0693;0,7410;0,878
08:33:58:5890;0,4330;0,1631;0,6830;0,814
08:33:58:5920;0,4519;0,1788;0,7082;0,848
08:33:58:5980;0,4790;-0,0420;0,7301;0,861
08:33:58:6040;0,4776;-0,1275;0,6860;0,831
08:33:58:6090;0,4611;0,0950;0,6594;0,798
08:33:58:6130;0,4476;0,2787;0,7036;0,869
08:33:58:6360;0,4338;0,1324;0,7214;0,841
08:33:58:6480;0,4341;-0,0437;0,6980;0,810
08:33:58:6550;0,4581;-0,0386;0,6528;0,785
08:33:58:6620;0,5475;0,0879;0,6134;0,813
08:33:58:6650;0,5893;0,1386;0,6175;0,851
08:33:58:6680;0,4716;0,0439;0,6302;0,775
08:33:58:6700;0,3608;0,0090;0,6696;0,749
08:33:58:6720;0,3886;0,0702;0,6930;0,787
08:33:58:6740;0,4931;0,1070;0,6437;0,805
08:33:58:6760;0,4819;0,0442;0,6710;0,814
08:33:58:6780;0,4413;0,0485;0,6619;0,784
08:33:58:6800;0,4413;0,0517;0,6834;0,803
08:33:58:6830;0,4663;-0,0221;0,6545;0,790
08:33:58:6850;0,4997;-0,0716;0,6274;0,790
08:33:58:6880;0,4868;0,0905;0,6624;0,814
08:33:58:6940;0,4594;0,2269;0,6827;0,843
08:33:58:6990;0,4311;0,0939;0,6954;0,812
08:33:58:7080;0,4282;-0,1207;0,6398;0,765
08:33:58:7120;0,4392;-0,0714;0,5833;0,719
08:33:58:7150;0,4511;0,1309;0,5660;0,723
08:33:58:7190;0,4639;0,1905;0,5833;0,757
08:33:58:7440;0,4493;-0,0111;0,6220;0,754
08:33:58:7500;0,4347;-0,0813;0,6943;0,810
08:33:58:7540;0,4239;0,0149;0,7343;0,836
08:33:58:7560;0,4263;0,1377;0,7683;0,879
08:33:58:7600;0,4868;0,0441;0,7913;0,918
08:33:58:7630;0,5807;-0,1309;0,7772;0,964
08:33:58:7660;0,6292;-0,0636;0,7535;0,969
08:33:58:7690;0,5530;0,0971;0,7597;0,932
08:33:58:7710;0,4967;0,1599;0,7306;0,886
08:33:58:7750;0,4958;-0,0173;0,7034;0,847
08:33:58:7770;0,4964;-0,0729;0,7013;0,848
08:33:58:7790;0,4442;0,1176;0,6654;0,797
08:33:58:7850;0,4154;0,2813;0,6324;0,798
08:33:58:7890;0,4639;0,0861;0,6665;0,804
08:33:58:7940;0,5016;-0,1671;0,6739;0,842
08:33:58:7990;0,4791;-0,0915;0,6487;0,797
08:33:58:8040;0,4721;0,1541;0,6359;0,795
08:33:58:8090;0,4741;0,2046;0,6771;0,840
08:33:58:8140;0,4900;-0,0151;0,6970;0,839
08:33:58:8350;0,5052;-0,0732;0,6862;0,841
08:33:58:8400;0,5143;0,0637;0,6960;0,855
08:33:58:8410;0,4785;0,1542;0,7092;0,858
08:33:58:8450;0,4405;0,0192;0,7056;0,820
08:33:58:8490;0,4700;-0,0930;0,6693;0,809
08:33:58:8520;0,5326;-0,0443;0,6720;0,844
08:33:58:8550;0,5033;0,0883;0,7016;0,855
08:33:58:8580;0,4575;0,1295;0,6771;0,816
08:33:58:8610;0,4562;0,1054;0,6891;0,821
08:33:58:8670;0,5002;0,0445;0,7635;0,901
08:33:58:8710;0,5268;0,0548;0,7795;0,930
08:33:58:8740;0,5471;0,0700;0,7677;0,932
08:33:58:8790;0,5399;0,0831;0,7708;0,932
08:33:58:8860;0,5234;0,0239;0,7660;0,915
08:33:58:8900;0,5241;0,0278;0,7026;0,863
08:33:58:8940;0,5014;0,1582;0,6036;0,788
08:33:58:8990;0,5022;0,2573;0,5158;0,752
08:33:58:9040;0,4287;0,1564;0,5755;0,723
08:33:58:9170;0,3349;0,0205;0,5623;0,643
08:33:58:9300;0,3340;-0,0408;0,5959;0,672
08:33:58:9350;0,3613;-0,0170;0,6547;0,736
08:33:58:9360;0,4217;-0,0306;0,6512;0,763
08:33:58:9390;0,4691;0,0880;0,7268;0,858
08:33:58:9400;0,5262;0,1233;0,8835;1,024
08:33:58:9420;0,5508;-0,0565;0,9265;1,067
08:33:58:9450;0,5824;-0,1855;0,8872;1,063
08:33:58:9640;0,6321;-0,0621;0,8851;1,075
08:33:58:9670;0,6540;0,1524;0,8259;1,051
08:33:58:9700;0,6302;0,1715;0,7639;0,992
08:33:58:9730;0,6334;-0,1320;0,7311;0,961
08:33:58:9760;0,5858;-0,1244;0,7316;0,930
08:33:58:9790;0,4577;0,1023;0,6274;0,771
08:33:58:9810;0,4139;0,3355;0,4775;0,706
08:33:58:9950;0,2879;0,2363;0,6277;0,722
08:33:58:9990;0,2968;-0,1218;0,7168;0,775
08:33:59:0030;0,3740;-0,2699;0,6539;0,787
08:33:59:0050;0,4062;0,0596;0,6830;0,785
08:33:59:0070;0,5000;0,1149;0,7897;0,930
08:33:59:0110;0,6017;-0,1109;0,8684;1,048
08:33:59:0150;0,6607;-0,1627;0,8660;1,086
08:33:59:0350;0,6664;0,0613;0,8320;1,054
08:33:59:0400;0,6757;0,2161;0,8821;1,120
08:33:59:0420;0,6777;0,0584;0,9070;1,120
08:33:59:0440;0,6829;-0,1918;0,8280;1,075
08:33:59:0450;0,6481;-0,0943;0,7974;1,017
08:33:59:0470;0,5582;0,1539;0,7857;0,964
08:33:59:0500;0,4940;0,1959;0,7054;0,872
08:33:59:0700;0,4462;0,0307;0,6731;0,796
08:33:59:0730;0,4343;-0,0225;0,6848;0,798
08:33:59:0760;0,4178;0,0720;0,6879;0,796
08:33:59:0790;0,4109;0,1781;0,6832;0,807
08:33:59:0820;0,4311;0,1089;0,7002;0,818
08:33:59:0850;0,4895;-0,0065;0,7375;0,872
08:33:59:0880;0,5519;-0,0185;0,7624;0,928
08:33:59:0910;0,5913;0,1168;0,7257;0,930
08:33:59:0960;0,5709;0,1909;0,7435;0,944
08:33:59:1020;0,5642;0,0471;0,7867;0,956
08:33:59:1110;0,5603;-0,0715;0,8321;0,992
08:33:59:1160;0,5940;-0,0253;0,8021;0,985
08:33:59:1210;0,6215;0,0866;0,7396;0,956
08:33:59:1230;0,5493;0,0596;0,7658;0,931
08:33:59:1260;0,4485;-0,0621;0,7584;0,871
08:33:59:1500;0,4394;-0,1140;0,7740;0,885
08:33:59:1550;0,5011;-0,0300;0,7667;0,903
08:33:59:1580;0,5955;0,1134;0,6909;0,905
08:33:59:1610;0,5813;0,2126;0,7222;0,939
08:33:59:1630;0,5057;0,0725;0,7855;0,925
08:33:59:1660;0,5226;-0,0642;0,7903;0,936
08:33:59:1680;0,5261;-0,0411;0,7998;0,945
08:33:59:1710;0,5789;0,0398;0,8129;0,986
08:33:59:1730;0,5299;0,1828;0,7934;0,960
08:33:59:1940;0,5392;0,1917;0,7249;0,912
08:33:59:1980;0,5690;0,0304;0,7397;0,920
08:33:59:2010;0,5521;-0,1285;0,7978;0,965
08:33:59:2040;0,5050;-0,0309;0,7360;0,880
08:33:59:2070;0,4517;0,1528;0,6717;0,812
08:33:59:2090;0,4528;0,0927;0,6630;0,796
08:33:59:2110;0,4407;-0,1454;0,7220;0,845
08:33:59:2130;0,4270;-0,1289;0,6941;0,812
08:33:59:2170;0,4190;0,1115;0,6629;0,781
08:33:59:2220;0,4736;0,1747;0,6563;0,816
08:33:59:2270;0,5213;-0,0142;0,7084;0,866
08:33:59:2320;0,5557;-0,0866;0,7597;0,931
08:33:59:2680;0,5524;0,0450;0,7654;0,932
08:33:59:2730;0,5589;0,1414;0,7864;0,963
08:33:59:2770;0,5673;0,0038;0,8236;0,987
08:33:59:2790;0,5754;-0,1691;0,7916;0,979
08:33:59:2830;0,5667;-0,0213;0,7553;0,931
08:33:59:2860;0,5473;0,2340;0,7520;0,948
08:33:59:2890;0,5347;0,2077;0,7515;0,934
08:33:59:2930;0,5155;-0,0822;0,7384;0,890
08:33:59:2960;0,4647;-0,1274;0,6867;0,825
08:33:59:2980;0,4271;0,1147;0,6616;0,784
08:33:59:3010;0,4259;0,2035;0,6274;0,774
08:33:59:3040;0,4289;0,0058;0,6094;0,732
08:33:59:3060;0,4579;-0,1620;0,6283;0,779
08:33:59:3090;0,4640;0,0005;0,6455;0,781
08:33:59:3110;0,4705;0,2013;0,6390;0,807
08:33:59:3140;0,4899;0,1141;0,6561;0,814
08:33:59:3190;0,5111;-0,0609;0,6895;0,846
08:33:59:3240;0,4976;-0,0605;0,7046;0,851
08:33:59:3280;0,5046;0,0797;0,7267;0,876
08:33:59:3330;0,5047;0,1434;0,7623;0,914
08:33:59:3400;0,5213;0,0369;0,7760;0,923
08:33:59:3450;0,5329;-0,0090;0,7697;0,923
08:33:59:3480;0,5134;0,0897;0,7531;0,903
08:33:59:3540;0,4735;0,1558;0,7591;0,897
08:33:59:3770;0,4209;0,1152;0,7873;0,890
08:33:59:3820;0,4460;0,0191;0,7418;0,854
08:33:59:3840;0,5190;-0,0053;0,7157;0,870
08:33:59:3870;0,5322;0,0476;0,7104;0,875
08:33:59:3900;0,5222;0,0288;0,6804;0,844
08:33:59:3930;0,4972;0,0556;0,6792;0,830
08:33:59:3950;0,4907;0,0096;0,6632;0,811
08:33:59:3970;0,4782;0,0187;0,6425;0,787
08:33:59:3990;0,4708;0,0829;0,6504;0,794
08:33:59:4140;0,5085;0,0961;0,6630;0,828
08:33:59:4180;0,5020;0,0088;0,6994;0,848
08:33:59:4230;0,4933;-0,0880;0,6586;0,813
08:33:59:4260;0,4845;-0,0011;0,6436;0,792
08:33:59:4290;0,4723;0,1098;0,6748;0,819
08:33:59:4310;0,4669;0,1517;0,6843;0,831
08:33:59:4340;0,4553;0,0877;0,7036;0,831
08:33:59:4400;0,4758;0,0351;0,7211;0,852
08:33:59:4440;0,4967;0,0530;0,7359;0,877
08:33:59:4490;0,5224;0,0560;0,7138;0,873
08:33:59:4550;0,5196;0,0170;0,7085;0,865
08:33:59:4590;0,4983;0,0008;0,7250;0,867
08:33:59:4790;0,5251;0,0526;0,7154;0,876
08:33:59:4840;0,5334;0,1423;0,7204;0,895
08:33:59:4870;0,5184;0,1205;0,7208;0,884
08:33:59:4890;0,4982;0,0413;0,6969;0,845
08:33:59:4930;0,4869;0,0082;0,6608;0,807
08:33:59:4960;0,4693;0,0279;0,6470;0,786
08:33:59:4990;0,4407;0,0519;0,7005;0,817
08:33:59:5020;0,4343;0,0222;0,7132;0,823
08:33:59:5050;0,4512;0,0273;0,6925;0,814
08:33:59:5150;0,4703;0,0537;0,6869;0,821
08:33:59:5190;0,4723;0,1006;0,6821;0,823
08:33:59:5240;0,4589;0,1337;0,6676;0,809
08:33:59:5260;0,4592;0,0505;0,6574;0,791
08:33:59:5290;0,4667;0,0097;0,6618;0,797
08:33:59:5340;0,4591;-0,0061;0,6552;0,787
08:33:59:5580;0,4573;0,0297;0,6500;0,782
08:33:59:5610;0,4432;0,0645;0,6458;0,773
08:33:59:5640;0,4625;0,0678;0,6119;0,757
08:33:59:5660;0,4624;0,1004;0,6234;0,770
08:33:59:5680;0,4669;0,0419;0,6406;0,781
08:33:59:5700;0,4687;0,0006;0,6888;0,820
08:33:59:5730;0,4444;0,0268;0,7170;0,832
08:33:59:5760;0,4592;0,0821;0,7192;0,845
08:33:59:5910;0,5008;0,0452;0,7683;0,906
08:33:59:5960;0,5382;-0,0700;0,7976;0,951
08:33:59:5990;0,5490;0,0337;0,7682;0,932
08:33:59:6020;0,5049;0,1938;0,7522;0,915
08:33:59:6070;0,5354;0,1628;0,7140;0,895
08:33:59:6100;0,5344;-0,0301;0,7425;0,902
08:33:59:6120;0,4972;-0,0822;0,7382;0,880
08:33:59:6140;0,4816;0,0863;0,6848;0,829
08:33:59:6200;0,4845;0,1607;0,6862;0,843
08:33:59:6260;0,4848;0,0427;0,7067;0,845
08:33:59:6310;0,4832;-0,0094;0,7107;0,846
08:33:59:6350;0,4907;0,1217;0,7066;0,857
08:33:59:6630;0,5026;0,2101;0,7290;0,899
08:33:59:6670;0,4999;0,1414;0,7845;0,929
08:33:59:6740;0,5050;-0,0049;0,8088;0,941
08:33:59:6770;0,5341;-0,0278;0,8137;0,961
08:33:59:6810;0,5806;0,0719;0,7984;0,977
08:33:59:6850;0,6075;0,1113;0,7936;0,992
08:33:59:6890;0,6119;0,1130;0,7770;0,982
08:33:59:6920;0,5962;0,0773;0,7707;0,964
08:33:59:6950;0,5720;0,0538;0,7777;0,954
08:33:59:6980;0,5483;0,0346;0,7743;0,936
08:33:59:7000;0,5187;0,0050;0,7569;0,904
08:33:59:7020;0,5173;-0,0108;0,6980;0,855
08:33:59:7040;0,5059;0,0619;0,6640;0,824
08:33:59:7080;0,4975;0,0825;0,6913;0,843
08:33:59:7100;0,5015;0,0427;0,6734;0,827
08:33:59:7160;0,4649;0,0577;0,6567;0,794
08:33:59:7200;0,4661;0,0913;0,6574;0,798
08:33:59:7290;0,4808;0,1158;0,7145;0,857
08:33:59:7330;0,4799;0,0072;0,7465;0,875
