time;gFx;gFy;gFz;TgF
08:33:09:7490;0,4787;-0,0438;0,7559;0,883
08:33:09:7520;0,4777;0,0245;0,7587;0,885
08:33:09:7720;0,4646;0,0275;0,7508;0,871
08:33:09:7770;0,4492;-0,0080;0,7278;0,843
08:33:09:7800;0,4390;0,0206;0,7241;0,835
08:33:09:7830;0,4521;0,0893;0,7360;0,857
08:33:09:7850;0,4624;0,0747;0,7559;0,877
08:33:09:7880;0,4677;-0,0430;0,7650;0,885
08:33:09:7920;0,4517;-0,1130;0,7460;0,866
08:33:09:7940;0,4339;0,0100;0,7217;0,830
08:33:09:7980;0,4229;0,1660;0,7232;0,844
08:33:09:8020;0,4366;0,1194;0,7399;0,856
08:33:09:8080;0,4454;-0,0252;0,7402;0,852
08:33:09:8170;0,4581;-0,0617;0,7488;0,867
08:33:09:8220;0,4639;0,0383;0,7504;0,871
08:33:09:8250;0,4561;0,0809;0,7543;0,874
08:33:09:8280;0,4435;0,0326;0,7281;0,841
08:33:09:8460;0,4338;-0,0035;0,7244;0,832
08:33:09:8500;0,4437;0,0550;0,7332;0,847
08:33:09:8530;0,4501;0,1012;0,7492;0,868
08:33:09:8540;0,4636;0,0219;0,7626;0,881
08:33:09:8570;0,4542;-0,0678;0,7622;0,877
08:33:09:8590;0,4406;-0,0012;0,7493;0,857
08:33:09:8620;0,4333;0,1678;0,7348;0,859
08:33:09:8700;0,4330;0,1531;0,7497;0,869
08:33:09:8750;0,4443;0,0040;0,7476;0,858
08:33:09:8780;0,4450;-0,0728;0,7560;0,868
08:33:09:8830;0,4544;0,0210;0,7647;0,878
08:33:09:8870;0,4444;0,1098;0,7729;0,887
08:33:09:8940;0,4348;0,0768;0,7512;0,860
08:33:09:8980;0,4266;0,0240;0,7359;0,839
08:33:09:9030;0,4278;0,0507;0,7446;0,849
08:33:09:9080;0,4432;0,1117;0,7537;0,870
08:33:09:9130;0,4551;0,0357;0,7850;0,896
08:33:09:9180;0,4514;-0,0612;0,7840;0,894
08:33:09:9230;0,4366;-0,0302;0,7600;0,865
08:33:09:9460;0,4263;0,1334;0,7485;0,861
08:33:09:9500;0,4265;0,1693;0,7564;0,874
08:33:09:9540;0,4388;0,0695;0,7587;0,868
08:33:09:9570;0,4516;-0,0450;0,7719;0,883
08:33:09:9600;0,4592;-0,0221;0,7827;0,895
08:33:09:9630;0,4591;0,0549;0,7870;0,901
08:33:09:9660;0,4421;0,0490;0,7707;0,878
08:33:09:9690;0,4253;0,0391;0,7481;0,850
08:33:09:9720;0,4117;0,0540;0,7559;0,851
08:33:09:9740;0,4288;0,1141;0,7610;0,870
08:33:09:9790;0,4422;0,0736;0,7919;0,899
08:33:09:9830;0,4507;-0,0261;0,7927;0,900
08:33:09:9880;0,4267;-0,0472;0,7744;0,873
08:33:09:9980;0,4065;0,0579;0,7445;0,839
08:33:10:0020;0,4074;0,1526;0,7512;0,858
08:33:10:0040;0,4145;0,1116;0,7611;0,863
08:33:10:0090;0,4298;0,0190;0,7589;0,861
08:33:10:0180;0,4334;-0,0235;0,7649;0,867
08:33:10:0230;0,4415;0,0416;0,7661;0,874
08:33:10:0280;0,4371;0,0684;0,7748;0,881
08:33:10:0310;0,4276;0,0500;0,7613;0,863
08:33:10:0330;0,4050;0,0326;0,7591;0,850
08:33:10:0580;0,4106;0,0832;0,7456;0,844
08:33:10:0630;0,4225;0,1189;0,7570;0,864
08:33:10:0650;0,4368;0,0683;0,7782;0,884
08:33:10:0680;0,4418;0,0061;0,7896;0,893
08:33:10:0710;0,4168;0,0125;0,7793;0,872
08:33:10:0740;0,4025;0,0835;0,7467;0,842
08:33:10:0760;0,3958;0,1327;0,7366;0,837
08:33:10:0790;0,4073;0,1191;0,7442;0,846
08:33:10:0810;0,4191;0,0636;0,7682;0,866
08:33:10:0840;0,4310;0,0314;0,7717;0,873
08:33:10:0890;0,4389;0,0315;0,7704;0,876
08:33:10:1020;0,4300;0,0518;0,7655;0,868
08:33:10:1060;0,4233;0,0564;0,7661;0,866
08:33:10:1100;0,4119;0,0595;0,7575;0,853
08:33:10:1140;0,4090;0,0731;0,7573;0,853
08:33:10:1160;0,4220;0,0849;0,7637;0,866
08:33:10:1190;0,4363;0,0621;0,7717;0,877
08:33:10:1250;0,4483;0,0369;0,7851;0,893
08:33:10:1300;0,4357;0,0238;0,7981;0,898
08:33:10:1340;0,4278;0,0341;0,7843;0,883
08:33:10:1390;0,4208;0,0502;0,7692;0,867
08:33:10:1640;0,4190;0,0432;0,7423;0,842
08:33:10:1690;0,4255;0,0669;0,7368;0,842
08:33:10:1720;0,4338;0,0777;0,7444;0,854
08:33:10:1760;0,4529;0,0548;0,7501;0,866
08:33:10:1840;0,4573;0,0009;0,7554;0,871
08:33:10:1870;0,4645;-0,0121;0,7482;0,868
08:33:10:1900;0,4705;0,0174;0,7356;0,861
08:33:10:1940;0,4838;0,0113;0,7440;0,875
08:33:10:1970;0,5012;-0,0252;0,7457;0,886
08:33:10:2010;0,5218;-0,0606;0,7503;0,902
08:33:10:2030;0,5385;-0,0473;0,7388;0,901
08:33:10:2050;0,5497;-0,0024;0,7299;0,900
08:33:10:2080;0,5543;0,0252;0,7203;0,895
08:33:10:2100;0,5460;-0,0062;0,7148;0,886
08:33:10:2190;0,5419;-0,0519;0,7149;0,884
08:33:10:2230;0,5426;-0,0571;0,7126;0,883
08:33:10:2270;0,5389;-0,0486;0,7023;0,872
08:33:10:2310;0,5557;-0,0436;0,6891;0,872
08:33:10:2360;0,5647;-0,0402;0,6870;0,875
08:33:10:2410;0,5622;-0,0179;0,6677;0,858
08:33:10:2450;0,5593;0,0270;0,6508;0,844
08:33:10:2730;0,5667;0,0351;0,6646;0,860
08:33:10:2810;0,5725;-0,0236;0,6840;0,877
08:33:10:2860;0,5629;-0,0924;0,6969;0,886
08:33:10:2890;0,5573;-0,0868;0,6873;0,874
08:33:10:2910;0,5450;-0,0400;0,6833;0,860
08:33:10:2950;0,5468;-0,0245;0,6855;0,863
08:33:10:2960;0,5589;-0,0460;0,6960;0,879
08:33:10:3000;0,5773;-0,0621;0,7011;0,895
08:33:10:3020;0,5752;-0,0419;0,6942;0,888
08:33:10:3040;0,5625;-0,0168;0,6768;0,866
08:33:10:3060;0,5458;-0,0410;0,6650;0,846
08:33:10:3080;0,5396;-0,0891;0,6714;0,851
08:33:10:3110;0,5403;-0,0905;0,6825;0,860
08:33:10:3170;0,5510;-0,0572;0,6892;0,870
08:33:10:3220;0,5552;-0,0433;0,6839;0,867
08:33:10:3250;0,5606;-0,0397;0,6772;0,865
08:33:10:3300;0,5560;-0,0325;0,6661;0,853
08:33:10:3360;0,5494;-0,0013;0,6569;0,842
08:33:10:3400;0,5391;0,0254;0,6591;0,838
08:33:10:3660;0,5369;-0,0018;0,6787;0,851
08:33:10:3740;0,5399;-0,0570;0,6809;0,856
08:33:10:3760;0,5386;-0,0710;0,6828;0,858
08:33:10:3830;0,5366;-0,0373;0,6771;0,850
08:33:10:3860;0,5350;-0,0036;0,6757;0,848
08:33:10:3880;0,5436;-0,0022;0,6839;0,859
08:33:10:3900;0,5512;-0,0297;0,6850;0,865
08:33:10:3920;0,5457;-0,0320;0,6720;0,852
08:33:10:3960;0,5423;-0,0231;0,6626;0,842
08:33:10:3990;0,5420;-0,0187;0,6552;0,836
08:33:10:4010;0,5334;-0,0390;0,6654;0,839
08:33:10:4030;0,5331;-0,0483;0,6801;0,851
08:33:10:4050;0,5347;-0,0389;0,6926;0,862
08:33:10:4110;0,5413;-0,0447;0,6873;0,861
08:33:10:4160;0,5459;-0,0592;0,6793;0,859
08:33:10:4210;0,5483;-0,0493;0,6768;0,858
08:33:10:4260;0,5567;-0,0003;0,6748;0,860
08:33:10:4320;0,5555;0,0243;0,6895;0,872
08:33:10:4370;0,5476;0,0018;0,6990;0,874
08:33:10:4410;0,5383;-0,0317;0,7014;0,870
08:33:10:4460;0,5363;-0,0480;0,7040;0,872
08:33:10:4690;0,5468;-0,0306;0,7046;0,878
08:33:10:4740;0,5603;-0,0157;0,6971;0,880
08:33:10:4780;0,5717;-0,0129;0,6986;0,888
08:33:10:4810;0,5713;-0,0215;0,6891;0,881
08:33:10:4840;0,5644;-0,0097;0,6789;0,868
08:33:10:4870;0,5546;0,0176;0,6685;0,854
08:33:10:4890;0,5488;0,0126;0,6671;0,850
08:33:10:4940;0,5417;-0,0054;0,6828;0,857
08:33:10:4970;0,5386;-0,0318;0,6925;0,864
08:33:10:4990;0,5396;-0,0243;0,6928;0,864
08:33:10:5010;0,5424;-0,0147;0,6869;0,861
08:33:10:5070;0,5458;-0,0228;0,6801;0,858
08:33:10:5110;0,5528;-0,0035;0,6765;0,859
08:33:10:5370;0,5461;0,0195;0,6803;0,858
08:33:10:5410;0,5431;0,0382;0,6863;0,862
08:33:10:5460;0,5377;0,0195;0,6867;0,858
08:33:10:5490;0,5343;-0,0242;0,6841;0,854
08:33:10:5520;0,5312;-0,0389;0,6798;0,849
08:33:10:5550;0,5281;-0,0182;0,6773;0,845
08:33:10:5580;0,5328;0,0097;0,6826;0,852
08:33:10:5630;0,5453;0,0092;0,6877;0,864
08:33:10:5670;0,5507;-0,0002;0,6790;0,860
08:33:10:5690;0,5427;0,0220;0,6712;0,849
08:33:10:5710;0,5303;0,0505;0,6651;0,838
08:33:10:5740;0,5161;0,0316;0,6675;0,831
08:33:10:5830;0,5127;-0,0386;0,6824;0,840
08:33:10:5880;0,5247;-0,0656;0,6873;0,853
08:33:10:5910;0,5203;-0,0232;0,6770;0,840
08:33:10:5940;0,5189;-0,0153;0,6746;0,837
08:33:10:5980;0,5153;-0,0121;0,6706;0,832
08:33:10:6020;0,5243;-0,0081;0,6781;0,843
08:33:10:6080;0,5305;0,0097;0,6794;0,848
08:33:10:6130;0,5182;0,0254;0,6884;0,848
08:33:10:6220;0,5131;-0,0157;0,6822;0,840
08:33:10:6270;0,5117;-0,0576;0,6911;0,848
08:33:10:6310;0,5163;-0,0582;0,6898;0,849
08:33:10:6340;0,5302;-0,0280;0,6929;0,859
08:33:10:6380;0,5428;-0,0109;0,7023;0,874
08:33:10:6620;0,5432;-0,0184;0,6968;0,869
08:33:10:6650;0,5378;-0,0024;0,6913;0,862
08:33:10:6680;0,5221;0,0226;0,6894;0,851
08:33:10:6700;0,5152;-0,0057;0,6862;0,844
08:33:10:6730;0,5132;-0,0412;0,6969;0,852
08:33:10:6750;0,5084;-0,0497;0,7007;0,853
08:33:10:6800;0,5122;-0,0221;0,6983;0,852
08:33:10:6830;0,5128;-0,0207;0,6980;0,852
08:33:10:6860;0,5255;-0,0311;0,6890;0,853
08:33:10:6890;0,5250;-0,0161;0,6884;0,852
08:33:10:6940;0,5227;0,0184;0,6957;0,857
08:33:10:7000;0,5217;0,0216;0,7057;0,864
08:33:10:7030;0,5181;-0,0226;0,7086;0,864
08:33:10:7080;0,5204;-0,0535;0,7045;0,863
08:33:10:7160;0,5182;-0,0442;0,7048;0,862
08:33:10:7210;0,5267;-0,0169;0,7030;0,865
08:33:10:7240;0,5375;-0,0225;0,7098;0,877
08:33:10:7290;0,5459;-0,0300;0,7117;0,883
08:33:10:7520;0,5423;-0,0110;0,7018;0,873
08:33:10:7560;0,5298;0,0218;0,6915;0,858
08:33:10:7590;0,5207;0,0166;0,6930;0,853
08:33:10:7630;0,5129;-0,0306;0,6920;0,848
08:33:10:7650;0,5157;-0,0508;0,7027;0,859
08:33:10:7690;0,5172;-0,0414;0,7077;0,864
08:33:10:7720;0,5257;-0,0163;0,6988;0,861
08:33:10:7740;0,5367;-0,0262;0,6996;0,868
08:33:10:7770;0,5431;-0,0368;0,6906;0,865
08:33:10:7800;0,5439;0,0035;0,6906;0,865
08:33:10:7860;0,5366;0,0303;0,6971;0,866
08:33:10:7900;0,5325;0,0075;0,6960;0,862
08:33:10:7930;0,5311;-0,0442;0,6960;0,862
08:33:10:8000;0,5290;-0,0654;0,6966;0,863
08:33:10:8040;0,5286;-0,0343;0,6950;0,860
08:33:10:8100;0,5406;-0,0022;0,6999;0,870
08:33:10:8140;0,5510;-0,0093;0,7059;0,881
08:33:10:8200;0,5560;-0,0298;0,7004;0,880
08:33:10:8240;0,5466;-0,0137;0,6874;0,864
08:33:10:8290;0,5447;0,0192;0,6825;0,859
08:33:10:8530;0,5349;0,0094;0,6952;0,863
08:33:10:8650;0,5350;-0,0290;0,6966;0,865
08:33:10:8680;0,5328;-0,0428;0,7005;0,867
08:33:10:8700;0,5311;-0,0301;0,6985;0,864
08:33:10:8740;0,5341;-0,0111;0,6894;0,858
08:33:10:8770;0,5419;-0,0174;0,6863;0,860
08:33:10:8800;0,5488;-0,0234;0,6835;0,862
08:33:10:8840;0,5481;0,0156;0,6792;0,859
08:33:10:8860;0,5482;0,0295;0,6770;0,857
08:33:10:8890;0,5356;0,0148;0,6811;0,853
08:33:10:8910;0,5314;-0,0365;0,6884;0,856
08:33:10:8930;0,5304;-0,0505;0,6858;0,854
08:33:10:8950;0,5357;-0,0296;0,6828;0,854
08:33:10:9000;0,5428;-0,0084;0,6845;0,859
08:33:10:9080;0,5552;-0,0054;0,6901;0,871
08:33:10:9120;0,5614;-0,0194;0,6850;0,871
08:33:10:9160;0,5592;0,0004;0,6734;0,861
08:33:10:9190;0,5460;0,0179;0,6718;0,852
08:33:10:9250;0,5318;0,0006;0,6695;0,841
08:33:10:9300;0,5314;-0,0270;0,6816;0,850
08:33:10:9580;0,5286;-0,0375;0,6939;0,859
08:33:10:9630;0,5286;-0,0135;0,6963;0,860
08:33:10:9660;0,5309;-0,0142;0,6886;0,855
08:33:10:9690;0,5408;-0,0202;0,6781;0,853
08:33:10:9710;0,5513;-0,0017;0,6785;0,860
08:33:10:9750;0,5493;0,0248;0,6793;0,860
08:33:10:9790;0,5392;0,0295;0,6841;0,858
08:33:10:9810;0,5273;-0,0136;0,6892;0,854
08:33:10:9840;0,5245;-0,0494;0,6866;0,851
08:33:10:9860;0,5223;-0,0351;0,6930;0,854
08:33:10:9890;0,5212;-0,0080;0,6905;0,851
08:33:10:9900;0,5308;-0,0113;0,6938;0,860
08:33:10:9960;0,5464;-0,0260;0,6957;0,871
08:33:11:0010;0,5377;-0,0272;0,7011;0,870
08:33:11:0050;0,5377;0,0097;0,6869;0,858
08:33:11:0100;0,5267;0,0292;0,6844;0,850
08:33:11:0150;0,5165;-0,0107;0,6832;0,843
08:33:11:0200;0,5140;-0,0430;0,7010;0,856
08:33:11:0250;0,5144;-0,0521;0,7081;0,863
08:33:11:0300;0,5249;-0,0266;0,6988;0,860
08:33:11:0360;0,5339;-0,0110;0,6930;0,861
08:33:11:0410;0,5397;-0,0206;0,6940;0,865
08:33:11:0450;0,5413;-0,0239;0,6910;0,864
08:33:11:0510;0,5397;0,0212;0,6752;0,851
08:33:11:0730;0,5283;0,0433;0,6947;0,860
08:33:11:0830;0,5355;0,0009;0,6968;0,865
08:33:11:0870;0,5394;-0,0557;0,6927;0,865
08:33:11:0920;0,5252;-0,0574;0,6884;0,853
08:33:11:0960;0,5206;-0,0049;0,6924;0,852
08:33:11:1000;0,5345;0,0121;0,6952;0,863
08:33:11:1020;0,5571;-0,0188;0,7015;0,882
08:33:11:1050;0,5559;-0,0348;0,6993;0,880
08:33:11:1070;0,5483;0,0126;0,6885;0,866
08:33:11:1100;0,5316;0,0479;0,6766;0,848
08:33:11:1120;0,5239;0,0133;0,6795;0,844
08:33:11:1150;0,5251;-0,0388;0,6950;0,858
08:33:11:1180;0,5317;-0,0450;0,7028;0,868
08:33:11:1210;0,5315;-0,0066;0,7065;0,870
08:33:11:1270;0,5441;-0,0033;0,6958;0,869
08:33:11:1320;0,5537;-0,0148;0,6885;0,869
08:33:11:1360;0,5516;-0,0118;0,6843;0,865
08:33:11:1410;0,5450;0,0275;0,6800;0,858
08:33:11:1460;0,5346;0,0540;0,6847;0,857
08:33:11:1510;0,5273;0,0199;0,6858;0,852
08:33:11:1740;0,5254;-0,0433;0,6939;0,857
08:33:11:1790;0,5228;-0,0475;0,6903;0,853
08:33:11:1820;0,5197;-0,0096;0,6894;0,849
08:33:11:1850;0,5289;0,0168;0,6902;0,856
08:33:11:1880;0,5406;-0,0014;0,6983;0,869
08:33:11:1910;0,5489;-0,0251;0,6975;0,874
08:33:11:1940;0,5409;0,0148;0,6829;0,857
08:33:11:1960;0,5257;0,0496;0,6770;0,845
08:33:11:1980;0,5143;0,0222;0,6759;0,836
08:33:11:2010;0,5110;-0,0212;0,6862;0,842
08:33:11:2100;0,5153;-0,0288;0,6992;0,855
08:33:11:2150;0,5268;-0,0058;0,7019;0,864
08:33:11:2180;0,5369;0,0006;0,7001;0,868
08:33:11:2210;0,5458;-0,0060;0,6907;0,866
08:33:11:2260;0,5403;-0,0197;0,6867;0,860
08:33:11:2310;0,5347;0,0229;0,6720;0,845
08:33:11:2550;0,5330;0,0728;0,6704;0,846
08:33:11:2580;0,5228;0,0436;0,6837;0,848
08:33:11:2620;0,5225;-0,0200;0,6952;0,856
08:33:11:2640;0,5201;-0,0464;0,6991;0,858
08:33:11:2670;0,5176;-0,0140;0,6975;0,855
08:33:11:2710;0,5226;0,0244;0,6958;0,857
08:33:11:2730;0,5366;0,0249;0,6971;0,866
08:33:11:2770;0,5486;-0,0154;0,7004;0,876
08:33:11:2790;0,5507;-0,0002;0,6895;0,868
08:33:11:2820;0,5441;0,0472;0,6815;0,859
08:33:11:2880;0,5290;0,0436;0,6784;0,848
08:33:11:2920;0,5219;-0,0006;0,6809;0,844
08:33:11:2960;0,5201;-0,0182;0,6962;0,855
08:33:11:3030;0,5248;-0,0055;0,7135;0,872
08:33:11:3060;0,5271;0,0105;0,7092;0,870
08:33:11:3110;0,5303;-0,0006;0,7060;0,869
08:33:11:3160;0,5400;-0,0134;0,6939;0,865
08:33:11:3210;0,5375;0,0042;0,6889;0,860
08:33:11:3260;0,5344;0,0484;0,6798;0,852
08:33:11:3310;0,5267;0,0600;0,6887;0,856
08:33:11:3530;0,5215;0,0137;0,6963;0,856
08:33:11:3570;0,5194;-0,0315;0,7036;0,861
08:33:11:3600;0,5185;-0,0266;0,7004;0,858
08:33:11:3640;0,5148;0,0075;0,7007;0,856
08:33:11:3680;0,5217;0,0148;0,7018;0,861
08:33:11:3710;0,5361;0,0026;0,7063;0,873
08:33:11:3740;0,5454;-0,0086;0,7054;0,878
08:33:11:3770;0,5444;0,0180;0,6926;0,867
08:33:11:3800;0,5268;0,0488;0,6842;0,851
08:33:11:3840;0,5138;0,0333;0,6797;0,839
08:33:11:3880;0,5101;-0,0073;0,6919;0,846
08:33:11:3920;0,5137;-0,0171;0,7055;0,859
08:33:11:3970;0,5236;-0,0024;0,7112;0,869
08:33:11:4030;0,5259;0,0010;0,7104;0,870
08:33:11:4070;0,5320;-0,0105;0,7078;0,872
08:33:11:4120;0,5390;-0,0127;0,6957;0,866
08:33:11:4170;0,5366;0,0194;0,6855;0,857
08:33:11:4220;0,5259;0,0555;0,6751;0,844
08:33:11:4270;0,5206;0,0446;0,6832;0,847
08:33:11:4320;0,5167;-0,0093;0,6964;0,853
08:33:11:4580;0,5169;-0,0321;0,7088;0,864
08:33:11:4630;0,5222;-0,0075;0,7134;0,870
08:33:11:4740;0,5137;0,0045;0,7051;0,859
08:33:11:4800;0,5246;-0,0039;0,6966;0,858
08:33:11:4850;0,5388;0,0033;0,7047;0,873
08:33:11:4880;0,5450;0,0104;0,7035;0,876
08:33:11:4910;0,5466;0,0195;0,6890;0,866
08:33:11:4940;0,5314;0,0232;0,6792;0,849
08:33:11:4980;0,5148;0,0181;0,6777;0,837
08:33:11:5010;0,5103;-0,0003;0,6891;0,844
08:33:11:5040;0,5173;0,0015;0,7077;0,863
08:33:11:5070;0,5218;-0,0044;0,7187;0,875
08:33:11:5090;0,5273;-0,0169;0,7121;0,872
08:33:11:5120;0,5273;-0,0102;0,7082;0,869
08:33:11:5140;0,5331;0,0022;0,6935;0,861
08:33:11:5160;0,5349;0,0218;0,6838;0,854
08:33:11:5190;0,5289;0,0387;0,6806;0,849
08:33:11:5240;0,5146;0,0397;0,6789;0,839
08:33:11:5280;0,5088;0,0053;0,6943;0,847
08:33:11:5330;0,5087;-0,0232;0,7139;0,863
08:33:11:5410;0,5119;-0,0212;0,7181;0,869
08:33:11:5450;0,5108;-0,0046;0,7066;0,858
08:33:11:5480;0,5091;0,0088;0,6988;0,851
08:33:11:5680;0,5182;0,0110;0,6989;0,856
08:33:11:5730;0,5330;-0,0001;0,7096;0,874
08:33:11:5750;0,5320;0,0063;0,6979;0,864
08:33:11:5790;0,5206;0,0202;0,6852;0,847
08:33:11:5810;0,5082;0,0316;0,6868;0,841
08:33:11:5840;0,5024;0,0117;0,6970;0,846
08:33:11:5880;0,5042;-0,0055;0,7067;0,855
08:33:11:5920;0,5057;-0,0056;0,7162;0,863
08:33:11:5950;0,5118;-0,0071;0,7194;0,869
08:33:11:6000;0,5172;-0,0116;0,7162;0,870
08:33:11:6060;0,5209;-0,0032;0,7046;0,862
08:33:11:6090;0,5244;0,0240;0,6889;0,852
08:33:11:6130;0,5148;0,0428;0,6890;0,848
08:33:11:6190;0,5058;0,0329;0,6878;0,841
08:33:11:6250;0,5084;0,0003;0,7002;0,852
08:33:11:6310;0,5074;-0,0049;0,7229;0,870
08:33:11:6350;0,5104;-0,0047;0,7298;0,877
08:33:11:6400;0,5075;-0,0092;0,7161;0,864
08:33:11:6440;0,5064;-0,0266;0,7034;0,853
08:33:11:6720;0,5224;-0,0081;0,7043;0,863
08:33:11:6810;0,5337;0,0333;0,7112;0,876
08:33:11:6850;0,5378;0,0242;0,7088;0,876
08:33:11:6900;0,5330;-0,0068;0,6915;0,859
08:33:11:6930;0,5138;-0,0035;0,6957;0,851
08:33:11:6950;0,5049;0,0321;0,7021;0,852
08:33:11:6980;0,4992;0,0218;0,7099;0,855
08:33:11:7010;0,5047;-0,0073;0,7177;0,864
08:33:11:7060;0,5153;-0,0185;0,7229;0,874
08:33:11:7100;0,5202;-0,0127;0,7216;0,876
08:33:11:7140;0,5268;0,0091;0,7132;0,873
08:33:11:7160;0,5328;0,0150;0,7054;0,870
08:33:11:7200;0,5314;0,0183;0,6948;0,861
08:33:11:7230;0,5195;0,0172;0,6830;0,845
08:33:11:7250;0,5143;0,0306;0,6833;0,842
08:33:11:7280;0,5154;0,0248;0,7015;0,857
08:33:11:7300;0,5256;-0,0028;0,7199;0,878
08:33:11:7380;0,5223;-0,0291;0,7240;0,879
08:33:11:7410;0,5196;-0,0190;0,7065;0,863
08:33:11:7440;0,5206;0,0193;0,6944;0,854
08:33:11:7490;0,5310;0,0278;0,6895;0,857
08:33:11:7550;0,5484;0,0089;0,6960;0,872
08:33:11:7590;0,5500;-0,0044;0,6984;0,875
08:33:11:7640;0,5452;0,0209;0,6952;0,870
08:33:11:7700;0,5235;0,0290;0,6927;0,855
08:33:11:7990;0,5019;0,0196;0,6922;0,842
08:33:11:8040;0,4932;0,0153;0,7049;0,847
08:33:11:8100;0,4970;0,0146;0,7154;0,858
08:33:11:8140;0,5038;0,0183;0,7123;0,859
08:33:11:8170;0,5086;-0,0008;0,7039;0,855
08:33:11:8230;0,5212;0,0019;0,6927;0,853
08:33:11:8250;0,5419;0,0301;0,6921;0,866
08:33:11:8280;0,5476;0,0402;0,6800;0,860
08:33:11:8300;0,5363;0,0044;0,6629;0,838
08:33:11:8320;0,5270;0,0064;0,6660;0,835
08:33:11:8340;0,5175;0,0461;0,6979;0,857
08:33:11:8370;0,5198;0,0367;0,7074;0,865
08:33:11:8390;0,5184;-0,0041;0,7179;0,872
08:33:11:8410;0,5149;-0,0323;0,7112;0,865
08:33:11:8440;0,5052;0,0058;0,6996;0,849
08:33:11:8540;0,4997;0,0527;0,6866;0,838
08:33:11:8590;0,5150;0,0362;0,6945;0,852
08:33:11:8620;0,5454;-0,0014;0,7080;0,880
08:33:11:8650;0,5501;-0,0049;0,7073;0,882
08:33:11:8720;0,5462;0,0073;0,6743;0,853
08:33:11:8750;0,5221;0,0184;0,6729;0,838
08:33:11:8840;0,5295;0,0959;0,7366;0,899
08:33:11:8880;0,4977;0,0417;0,7148;0,859
08:33:11:8910;0,5214;-0,0445;0,6698;0,836
08:33:11:8950;0,5262;-0,0333;0,6862;0,851
08:33:11:9000;0,5228;0,0574;0,7208;0,879
08:33:11:9270;0,5484;0,0542;0,7238;0,896
08:33:11:9320;0,4988;0,0159;0,6922;0,840
08:33:11:9370;0,5287;-0,0513;0,6595;0,832
08:33:11:9410;0,5379;0,0213;0,6997;0,869
08:33:11:9450;0,5334;0,0640;0,7115;0,878
08:33:11:9490;0,5359;0,0165;0,6809;0,853
08:33:11:9510;0,5117;0,0083;0,6866;0,843
08:33:11:9560;0,5160;0,0075;0,7099;0,864
08:33:11:9580;0,5173;0,0295;0,7154;0,870
08:33:11:9610;0,5159;0,0118;0,7112;0,865
08:33:11:9630;0,5083;0,0097;0,7106;0,860
08:33:11:9650;0,5094;0,0003;0,7081;0,859
08:33:11:9670;0,5232;0,0178;0,6913;0,853
08:33:11:9740;0,5390;0,0480;0,6954;0,867
08:33:11:9780;0,5545;0,0204;0,6986;0,878
08:33:11:9810;0,5487;-0,0051;0,6939;0,870
08:33:11:9860;0,5356;-0,0082;0,6917;0,861
08:33:12:0120;0,5223;0,0355;0,6975;0,859
08:33:12:0170;0,5054;0,0411;0,7127;0,862
08:33:12:0220;0,5079;0,0113;0,6961;0,848
08:33:12:0250;0,5035;-0,0066;0,6927;0,843
08:33:12:0280;0,5090;0,0082;0,7054;0,856
08:33:12:0310;0,5090;0,0271;0,7094;0,860
08:33:12:0330;0,5210;0,0031;0,6969;0,856
08:33:12:0360;0,5245;-0,0138;0,7067;0,866
08:33:12:0390;0,5338;0,0083;0,7018;0,868
08:33:12:0430;0,5435;0,0300;0,6871;0,863
08:33:12:0450;0,5410;0,0248;0,6864;0,860
08:33:12:0470;0,5380;0,0207;0,6939;0,864
08:33:12:0520;0,5230;0,0193;0,7054;0,865
08:33:12:0560;0,5125;0,0293;0,7030;0,857
08:33:12:0610;0,5104;0,0228;0,7121;0,863
08:33:12:0660;0,5028;0,0030;0,7192;0,864
08:33:12:0710;0,5017;-0,0078;0,7123;0,858
08:33:12:0910;0,5055;0,0062;0,7103;0,858
08:33:12:0940;0,5163;0,0440;0,7039;0,861
08:33:12:0970;0,5276;0,0419;0,6987;0,863
08:33:12:1000;0,5421;0,0161;0,6922;0,865
08:33:12:1020;0,5494;0,0139;0,6845;0,864
08:33:12:1050;0,5398;0,0125;0,6902;0,862
08:33:12:1070;0,5294;0,0014;0,6891;0,855
08:33:12:1140;0,5122;-0,0009;0,6936;0,849
08:33:12:1180;0,5031;0,0191;0,6950;0,845
08:33:12:1210;0,4984;0,0385;0,7015;0,848
08:33:12:1260;0,4965;0,0293;0,7062;0,851
08:33:12:1310;0,5007;0,0099;0,7046;0,851
08:33:12:1360;0,5030;0,0248;0,7072;0,855
08:33:12:1570;0,5148;0,0408;0,7106;0,865
08:33:12:1610;0,5297;0,0029;0,7031;0,866
08:33:12:1640;0,5345;-0,0204;0,7016;0,868
08:33:12:1660;0,5374;0,0050;0,6955;0,865
08:33:12:1680;0,5416;0,0367;0,6891;0,863
08:33:12:1710;0,5424;0,0558;0,6826;0,860
08:33:12:1730;0,5355;0,0359;0,6852;0,857
08:33:12:1820;0,5306;0,0217;0,6966;0,862
08:33:12:1860;0,5168;0,0168;0,6947;0,852
08:33:12:1890;0,5028;0,0078;0,7041;0,852
08:33:12:1920;0,4958;-0,0041;0,7108;0,853
08:33:12:1980;0,4867;-0,0013;0,7144;0,851
08:33:12:2020;0,4893;0,0345;0,7081;0,848
08:33:12:2100;0,4999;0,0406;0,7085;0,855
