;ay;ax;az
0;-0.11492168;0.11492168;9.576807
1;-0.33518824;0.08619126;9.854534
2;-0.31603462;0.1436521;10.208876
3;-0.22984336;0.10534488;9.911995
4;-0.24899697;0.06703765;9.768343
5;-0.19153613;0.08619126;9.80665
6;-0.22984336;0.12449849;9.892841
7;-0.2873042;0.15322891;10.007763
8;-0.25857377;0.10534488;9.844957
9;-0.24899697;0.06703765;9.854534
10;-0.2681506;0.038307227;9.854534
11;-0.32561144;0.11492168;10.065224
12;-0.23942018;0.038307227;9.998186
13;-0.29688102;0.08619126;9.825804
14;-0.21068975;0.038307227;9.931149
15;-0.25857377;0.05746084;9.892841
16;-0.22984336;0.11492168;9.969456
17;-0.24899697;0.08619126;9.873688
18;-0.2681506;0.009576807;9.825804
19;-0.19153613;0.06703765;9.873688
20;-0.2777274;0.05746084;9.911995
21;-0.2777274;0.10534488;10.036493
22;-0.23942018;0.076614454;9.931149
23;-0.2873042;0.095768064;9.835381
24;-0.23942018;0.11492168;9.931149
25;-0.23942018;0.095768064;9.931149
26;-0.2681506;0.11492168;9.883265
27;-0.22984336;0.12449849;9.921572
28;-0.31603462;0.08619126;9.902418
29;-0.2681506;0.076614454;9.892841
30;-0.23942018;0.06703765;9.959879
31;-0.23942018;0.1340753;9.892841
32;-0.25857377;0.076614454;9.921572
33;-0.31603462;0.11492168;9.911995
34;-0.24899697;0.12449849;9.969456
35;-0.23942018;0.11492168;9.864111
36;-0.22984336;0.05746084;9.835381
37;-0.24899697;0.15322891;9.921572
38;-0.29688102;0.10534488;9.873688
39;-0.25857377;0.076614454;9.959879
40;-0.2777274;0.095768064;9.902418
41;-0.2681506;0.08619126;9.9790325
42;-0.23942018;0.05746084;9.969456
43;-0.29688102;0.047884032;9.844957
44;-0.23942018;0.11492168;9.940725
45;-0.21068975;0.10534488;9.902418
46;-0.2681506;0.1340753;9.873688
47;-0.23942018;0.11492168;9.902418
48;-0.29688102;0.095768064;9.892841
49;-0.25857377;0.1340753;9.969456
50;-0.23942018;0.12449849;9.921572
51;-0.2777274;0.11492168;9.816227
52;-0.22984336;0.095768064;9.998186
53;-0.25857377;0.076614454;9.864111
54;-0.23942018;0.047884032;9.940725
55;-0.2681506;0.08619126;9.950302
56;-0.25857377;0.12449849;9.902418
57;-0.25857377;0.12449849;9.959879
58;-0.2777274;0.11492168;9.854534
59;-0.24899697;0.11492168;9.950302
60;-0.2681506;0.076614454;9.854534
61;-0.22984336;0.076614454;9.950302
62;-0.2777274;0.08619126;9.940725
63;-0.2777274;0.08619126;9.883265
64;-0.18195933;0.095768064;9.902418
65;-0.2873042;0.12449849;9.605537
66;-0.23942018;0.17238252;10.007763
67;-0.25857377;0.038307227;10.0269165
68;-0.2777274;0.06703765;10.055647
69;-0.22026655;0.06703765;9.921572
70;-0.24899697;0.095768064;9.883265
71;-0.2681506;0.10534488;9.950302
