;ay;ax;az
0;0.35434186;-0.25857377;9.576807
1;0.20111294;-0.18195933;9.77792
2;0.1436521;-0.1436521;9.9790325
3;0.4405331;-0.1340753;10.141838
4;0.12449849;-0.20111294;9.902418
5;0.29688102;-0.2873042;9.595961
6;0.22984336;-0.30645782;9.500193
7;0.23942018;-0.24899697;10.0748005
8;0.30645782;-0.15322891;9.768343
9;0.31603462;-0.22026655;9.624691
10;0.30645782;-0.21068975;9.662998
11;0.25857377;-0.21068975;9.710882
12;0.34476504;-0.22984336;9.768343
13;0.24899697;-0.17238252;10.084377
14;0.12449849;-0.08619126;10.199299
15;0.24899697;-0.15322891;10.055647
16;0.23942018;-0.15322891;9.940725
17;0.2873042;-0.16280572;9.988609
18;0.30645782;-0.16280572;9.825804
19;0.2777274;-0.19153613;9.864111
20;0.2777274;-0.19153613;9.9790325
21;0.25857377;-0.1436521;10.055647
22;0.29688102;-0.17238252;9.921572
23;0.2681506;-0.21068975;9.758766
24;0.24899697;-0.22984336;9.758766
25;0.17238252;-0.22984336;9.682152
26;0.31603462;-0.22026655;9.950302
27;0.30645782;-0.1340753;10.601525
28;-0.21068975;-0.12449849;10.457873
29;0.31603462;-0.2681506;9.32781
30;0.40222588;-0.47884035;9.030929
31;0.24899697;-0.22984336;9.80665
32;0.24899697;-0.25857377;9.911995
33;0.24899697;-0.18195933;9.854534
34;0.2681506;-0.17238252;9.844957
35;0.24899697;-0.22026655;9.816227
36;0.24899697;-0.20111294;9.854534
37;0.24899697;-0.18195933;9.864111
38;0.24899697;-0.20111294;9.854534
39;0.25857377;-0.2681506;9.844957
40;0.2777274;-0.24899697;9.892841
41;0.2873042;-0.20111294;9.80665
42;0.32561144;-0.2777274;9.883265
43;0.2681506;-0.20111294;9.892841
44;0.24899697;-0.25857377;9.959879
45;0.30645782;-0.25857377;9.835381
46;0.24899697;-0.22026655;9.730036
47;0.2873042;-0.24899697;9.854534
48;0.24899697;-0.18195933;9.844957
49;0.25857377;-0.22026655;9.864111
50;0.24899697;-0.16280572;9.80665
51;0.22984336;-0.22984336;9.816227
52;0.23942018;-0.15322891;9.873688
53;0.24899697;-0.25857377;9.758766
54;0.25857377;-0.18195933;9.854534
55;0.24899697;-0.22984336;9.797073
56;0.24899697;-0.19153613;9.80665
57;0.23942018;-0.20111294;9.816227
58;0.19153613;-0.1436521;9.864111
59;0.30645782;-0.21068975;9.883265
60;0.29688102;-0.23942018;9.940725
61;0.2777274;-0.16280572;9.787497
62;0.2873042;-0.21068975;9.844957
63;0.2681506;-0.21068975;9.844957
64;0.24899697;-0.22984336;9.9790325
65;0.2777274;-0.18195933;9.844957
66;0.31603462;-0.19153613;9.902418
67;0.33518824;-0.22984336;9.825804
68;0.2777274;-0.22984336;9.844957
69;0.29688102;-0.29688102;9.816227
70;0.31603462;-0.22984336;9.816227
71;0.25857377;-0.23942018;9.77792
72;0.21068975;-0.20111294;9.835381
73;0.25857377;-0.22984336;9.768343
