ax;ay;az
-0.545878;0.1436521;9.835381
-0.45968673;0.17238252;10.1226845
-0.7565677;0.06703765;10.007763
-0.51714754;0.16280572;9.873688
-0.50757074;0.20111294;9.672575
-0.63206923;0.17238252;9.797073
-0.545878;0.17238252;9.844957
-0.5363012;0.1340753;9.844957
-0.59376204;0.1436521;9.749189
-0.5267244;0.17238252;9.80665
-0.60333884;0.1340753;9.864111
-0.5746084;0.19153613;9.844957
-0.5650316;0.12449849;9.844957
-0.5650316;0.1436521;9.873688
-0.61291564;0.17238252;9.80665
-0.60333884;0.18195933;9.825804
-0.5746084;0.1340753;9.873688
-0.5746084;0.16280572;9.835381
-0.61291564;0.16280572;9.902418
-0.59376204;0.17238252;9.873688
-0.62249243;0.16280572;9.835381
-0.6703765;0.15322891;9.883265
-0.6512229;0.1340753;9.864111
-0.6607997;0.16280572;9.825804
-0.62249243;0.1436521;9.825804
-0.641646;0.19153613;9.864111
-0.641646;0.12449849;9.864111
-0.60333884;0.18195933;9.873688
-0.62249243;0.17238252;9.921572
-0.641646;0.11492168;9.902418
-0.5746084;0.18195933;9.854534
-0.6799533;0.095768064;9.844957
-0.60333884;0.076614454;9.892841
-0.59376204;0.06703765;9.883265
-0.63206923;0.1340753;9.854534
-0.60333884;0.16280572;9.873688
-0.5650316;0.1436521;9.835381
-0.5650316;0.1436521;9.787497
-0.62249243;0.1436521;9.854534
-0.5650316;0.1340753;9.77792
-0.58418524;0.18195933;9.911995
-0.59376204;0.1340753;9.921572
-0.59376204;0.1436521;9.873688
-0.641646;0.12449849;9.883265
-0.5650316;0.22026655;9.797073
-0.62249243;0.1340753;9.873688
-0.45010993;0.2681506;9.9790325
-0.60333884;0.22026655;9.940725
-0.62249243;0.18195933;9.77792
-0.6512229;0.1340753;9.682152
-0.5554548;0.18195933;9.854534
-0.60333884;0.16280572;9.950302
-0.5267244;0.20111294;10.093954
-0.35434186;0.22026655;10.649409
-0.9768343;0.19153613;9.768343
-0.29688102;0.24899697;9.739613
-0.7278373;0.17238252;10.103531
-0.62249243;0.12449849;9.864111
-0.545878;0.16280572;9.787497
-0.7469909;0.16280572;9.77792
-0.45010993;0.19153613;9.749189
-0.6799533;0.11492168;9.921572
-0.50757074;0.1340753;9.911995
-0.58418524;0.1436521;9.873688
-0.6607997;0.06703765;9.787497
-0.46926352;0.22026655;9.959879
-0.7278373;0.10534488;10.04607
-0.5267244;0.20111294;9.739613
-0.5650316;0.095768064;9.864111
-0.59376204;0.06703765;9.940725
-0.46926352;0.22984336;9.854534
-0.545878;0.12449849;9.988609
-0.5746084;0.11492168;9.864111
-0.58418524;0.10534488;9.835381
-0.5267244;0.12449849;9.940725
-0.59376204;0.16280572;9.854534
-0.6703765;0.15322891;9.720459
-0.4309563;0.19153613;9.902418
-0.842759;0.21068975;9.672575
-0.48841715;0.19153613;9.739613
-0.7182605;0.06703765;9.691729
-0.59376204;0.17238252;9.816227
-0.7086837;0.06703765;9.80665
-0.7374141;0.1340753;9.959879
-0.59376204;0.12449849;9.77792
-0.6607997;0.11492168;9.883265
-0.60333884;0.21068975;9.844957
-0.61291564;0.12449849;9.80665
-0.5554548;0.1340753;9.940725
-0.58418524;0.15322891;9.902418
-0.61291564;0.11492168;9.854534
-0.59376204;0.1340753;9.854534
-0.51714754;0.17238252;9.835381
-0.49799395;0.16280572;9.825804
-0.63206923;0.1436521;9.816227
-0.5267244;0.15322891;9.883265
-0.5267244;0.10534488;9.911995
-0.5746084;0.11492168;9.787497
-0.545878;0.1436521;9.864111
-0.59376204;0.11492168;9.911995
-0.5267244;0.1436521;9.854534
-0.62249243;0.08619126;9.892841
-0.5267244;0.11492168;9.892841
-0.5746084;0.11492168;9.873688
-0.61291564;0.12449849;9.892841
-0.5650316;0.18195933;9.864111
-0.641646;0.12449849;9.873688
-0.62249243;0.16280572;9.797073
-0.59376204;0.18195933;9.787497
-0.6607997;0.1436521;9.844957
-0.59376204;0.1340753;9.844957
-0.6799533;0.17238252;9.80665
-0.62249243;0.17238252;9.835381
-0.62249243;0.095768064;9.892841
-0.6512229;0.076614454;9.844957
-0.60333884;0.1340753;9.911995
-0.61291564;0.15322891;9.931149
-0.60333884;0.15322891;9.797073
-0.545878;0.21068975;9.816227
-0.59376204;0.1340753;9.902418
-0.5267244;0.17238252;9.80665
-0.5650316;0.15322891;9.864111
-0.5554548;0.17238252;9.816227
-0.545878;0.15322891;9.892841
-0.5650316;0.11492168;9.816227
-0.5363012;0.21068975;9.787497
-0.61291564;0.095768064;9.873688
-0.545878;0.16280572;9.864111
-0.5267244;0.19153613;9.892841
-0.58418524;0.16280572;9.892841
-0.5267244;0.18195933;9.883265
-0.61291564;0.095768064;9.911995
-0.58418524;0.15322891;9.864111
-0.5746084;0.06703765;9.873688
-0.59376204;0.1340753;9.825804
-0.51714754;0.1340753;9.797073
-0.62249243;0.18195933;9.883265
-0.59376204;0.10534488;9.825804
-0.5746084;0.1436521;9.816227
-0.6607997;0.095768064;9.835381
-0.5554548;0.18195933;9.883265
-0.62249243;0.15322891;9.835381
-0.62249243;0.1436521;9.816227
-0.63206923;0.11492168;9.892841
-0.62249243;0.1436521;9.902418
-0.58418524;0.18195933;9.864111
-0.59376204;0.1436521;9.835381
-0.58418524;0.1340753;9.902418
-0.5267244;0.19153613;9.835381
-0.58418524;0.16280572;9.864111
-0.58418524;0.1436521;9.787497
-0.58418524;0.12449849;9.950302
-0.5746084;0.1340753;9.892841
-0.61291564;0.17238252;9.797073
-0.62249243;0.095768064;9.883265
-0.5746084;0.16280572;9.80665
-0.5650316;0.15322891;9.864111
-0.5554548;0.1436521;9.816227
-0.5746084;0.15322891;9.931149
-0.59376204;0.1436521;9.816227
-0.50757074;0.17238252;9.854534
-0.60333884;0.12449849;9.873688
-0.5363012;0.16280572;9.825804
-0.59376204;0.16280572;9.864111
-0.62249243;0.1436521;9.864111
-0.5363012;0.11492168;9.864111
-0.60333884;0.17238252;9.825804
-0.61291564;0.1436521;9.854534
-0.60333884;0.1340753;9.892841
-0.5650316;0.10534488;9.854534
-0.5554548;0.1436521;9.80665
-0.58418524;0.16280572;9.911995
-0.641646;0.08619126;9.873688
-0.5650316;0.095768064;9.864111
-0.61291564;0.1340753;9.902418
-0.545878;0.18195933;9.797073
-0.63206923;0.15322891;9.902418
-0.62249243;0.21068975;9.873688
-0.59376204;0.18195933;9.844957
-0.58418524;0.15322891;9.940725
-0.5554548;0.15322891;9.998186
-0.63206923;0.21068975;10.065224
-0.7182605;0.2681506;10.065224
-0.6799533;0.4405331;10.036493
-0.7374141;0.5267244;9.911995
-0.7278373;0.5746084;9.902418
-0.7469909;0.6607997;9.959879
-0.81402856;0.7757214;9.873688
-0.8619126;0.7757214;9.892841
-0.7565677;0.78529817;9.835381
-0.7565677;0.90979666;10.036493
-1.0247183;1.0247183;10.1226845
-0.61291564;1.2066777;9.80665
-0.842759;1.2258313;9.883265
-0.63206923;1.3120226;10.093954
-0.641646;1.3120226;9.864111
-0.7469909;1.3503298;9.80665
-0.60333884;1.541866;9.940725
-0.545878;1.5227122;9.873688
-0.49799395;1.5993267;9.911995
-0.7757214;2.384625;10.0269165
-0.5267244;2.231396;9.969456
-0.7278373;2.087744;9.80665
-0.31603462;2.1164744;10.237606
-0.51714754;2.2409728;10.237606
