ax;ay;az
-0.25857377;0.009576807;9.9790325
-0.4405331;-0.038307227;10.113108
-0.18195933;0.0;9.998186
-0.46926352;0.0;9.634268
-0.47884035;-0.009576807;9.730036
-0.19153613;-0.05746084;10.160992
-0.29688102;-0.009576807;10.28549
-0.33518824;0.08619126;9.720459
-0.24899697;0.1436521;9.452309
-0.38307226;0.038307227;9.873688
-0.40222588;-0.08619126;9.921572
-0.33518824;0.019153614;9.854534
-0.37349546;0.0;9.921572
-0.2873042;0.06703765;9.835381
-0.36391866;0.019153614;9.80665
-0.36391866;0.05746084;9.854534
-0.2681506;0.047884032;9.902418
-0.4405331;-0.05746084;10.180145
-0.23942018;-0.10534488;10.658986
-0.23942018;0.0;10.0748005
-0.7374141;-0.11492168;9.797073
0.18195933;0.038307227;10.103531
-0.59376204;-0.12449849;10.084377
-1.0151415;-0.2681506;9.940725
0.7278373;0.17238252;11.118672
-0.095768064;0.02873042;10.342952
-0.8619126;0.12449849;8.599973
-0.32561144;0.076614454;9.174581
-0.33518824;0.05746084;9.835381
-0.32561144;0.038307227;9.950302
-0.33518824;0.019153614;9.950302
-0.39264908;0.019153614;9.911995
-0.31603462;0.047884032;9.854534
-0.35434186;0.009576807;9.959879
-0.37349546;0.009576807;9.854534
-0.2777274;0.019153614;9.854534
-0.2777274;0.047884032;9.988609
-0.30645782;0.02873042;9.816227
-0.31603462;0.05746084;9.902418
-0.30645782;0.009576807;9.921572
-0.2873042;0.009576807;9.940725
-0.29688102;0.02873042;9.873688
-0.31603462;0.038307227;9.873688
-0.33518824;0.06703765;9.883265
-0.33518824;0.009576807;9.940725
-0.34476504;0.0;9.873688
-0.31603462;-0.02873042;9.873688
-0.33518824;-0.009576807;9.883265
-0.39264908;0.019153614;9.892841
-0.33518824;0.009576807;9.969456
-0.31603462;0.009576807;9.9790325
-0.39264908;-0.009576807;9.921572
-0.31603462;0.05746084;9.854534
-0.35434186;-0.009576807;9.940725
-0.34476504;0.009576807;9.902418
-0.36391866;0.0;9.864111
-0.36391866;-0.019153614;9.892841
