ax;ay;az
-0.24899697;0.019153614;9.940725
-0.2873042;-0.02873042;9.931149
-0.23942018;-0.038307227;9.940725
-0.35434186;0.019153614;9.883265
-0.24899697;0.0;9.969456
-0.24899697;0.0;9.892841
-0.34476504;0.009576807;9.854534
-0.23942018;0.009576807;9.701305
-0.2681506;0.08619126;9.634268
-0.2681506;0.009576807;9.739613
-0.34476504;0.019153614;9.768343
-0.25857377;-0.076614454;10.01734
-0.29688102;-0.10534488;10.237606
-0.23942018;-0.047884032;10.180145
-0.2681506;-0.047884032;9.864111
-0.41180268;-0.047884032;10.132261
-0.009576807;-0.10534488;10.295067
-0.48841715;-0.076614454;9.902418
-0.60333884;-0.12449849;9.825804
0.2777274;0.05746084;10.151415
-0.5554548;-0.009576807;9.844957
-0.58418524;-0.11492168;10.189722
0.9864111;0.047884032;10.936713
-0.8714894;-0.02873042;9.77792
-0.095768064;0.20111294;8.896853
-0.24899697;0.038307227;9.892841
-0.22026655;-0.038307227;9.931149
-0.2873042;0.06703765;9.816227
-0.2873042;0.047884032;9.835381
-0.24899697;0.0;9.873688
-0.2777274;0.0;9.911995
-0.30645782;0.05746084;9.892841
-0.24899697;0.009576807;9.883265
-0.24899697;0.038307227;9.931149
-0.32561144;0.05746084;9.873688
-0.25857377;-0.05746084;9.959879
-0.24899697;0.02873042;9.950302
-0.2777274;0.06703765;9.873688
-0.31603462;0.05746084;9.940725
-0.24899697;0.009576807;9.873688
-0.2681506;0.0;9.902418
-0.2873042;0.009576807;9.950302
-0.30645782;0.05746084;9.883265
-0.24899697;0.0;9.969456
-0.2681506;0.02873042;9.940725
-0.29688102;0.0;9.864111
-0.25857377;0.038307227;9.921572
-0.25857377;0.019153614;9.940725
-0.25857377;0.038307227;9.883265
-0.2681506;0.0;9.931149
-0.24899697;0.06703765;9.883265
-0.2777274;0.019153614;9.911995
-0.2681506;0.019153614;9.892841
-0.30645782;0.019153614;9.864111
-0.24899697;0.05746084;9.931149
-0.2777274;0.009576807;9.844957
-0.24899697;0.095768064;9.844957
-0.23942018;0.0;9.902418
-0.2777274;0.038307227;9.883265
-0.2681506;0.0;9.883265
-0.24899697;0.019153614;9.940725
-0.31603462;0.0;9.873688
-0.2873042;0.038307227;9.883265
-0.2873042;0.02873042;9.902418
-0.2777274;0.02873042;9.883265
-0.24899697;0.009576807;9.921572
-0.29688102;-0.009576807;9.892841
-0.2777274;0.0;9.854534
-0.29688102;0.0;9.902418
-0.25857377;-0.019153614;9.940725
-0.2873042;-0.095768064;9.902418
-0.25857377;0.0;9.797073
-0.2777274;0.0;9.902418
-0.32561144;-0.047884032;9.844957
-0.2873042;-0.02873042;9.940725
-0.25857377;-0.02873042;9.911995
-0.2777274;-0.02873042;9.9790325
-0.2681506;0.038307227;9.816227
-0.24899697;-0.12449849;9.931149
-0.29688102;0.0;9.9790325
-0.25857377;0.019153614;9.988609
-0.24899697;-0.076614454;10.0269165
-0.32561144;-0.019153614;9.902418
-0.30645782;-0.05746084;10.007763
-0.2777274;-0.038307227;9.998186
-0.2681506;0.019153614;9.739613
-0.37349546;0.0;9.835381
-0.18195933;-0.076614454;9.969456
-0.22026655;0.0;10.01734
-0.34476504;-0.038307227;9.749189
-0.24899697;0.0;9.787497
-0.2681506;-0.06703765;10.0269165
-0.2777274;0.009576807;9.902418
-0.24899697;0.0;9.77792
-0.2777274;-0.047884032;9.873688
-0.22984336;0.0;10.007763
-0.24899697;-0.047884032;10.084377
-0.2777274;0.0;9.825804
-0.30645782;0.047884032;9.787497
-0.2777274;-0.019153614;10.065224
-0.2777274;-0.02873042;9.873688
-0.39264908;0.009576807;9.787497
-0.21068975;-0.009576807;9.873688
-0.29688102;0.009576807;9.911995
-0.2873042;0.076614454;10.007763
-0.18195933;0.009576807;9.768343
-0.4309563;0.0;9.797073
-0.19153613;-0.019153614;9.864111
-0.20111294;-0.05746084;10.04607
-0.46926352;-0.10534488;10.007763
-0.22984336;0.019153614;9.768343
-0.24899697;0.05746084;9.854534
-0.30645782;0.05746084;9.959879
-0.31603462;0.06703765;9.883265
-0.2777274;0.095768064;9.825804
-0.30645782;0.05746084;9.835381
-0.21068975;-0.009576807;9.950302
-0.2681506;0.047884032;9.902418
-0.2873042;0.02873042;9.797073
-0.23942018;0.05746084;9.797073
-0.24899697;0.047884032;9.825804
-0.2873042;-0.02873042;9.921572
-0.29688102;0.1340753;9.940725
-0.33518824;0.095768064;10.065224
-0.22026655;0.076614454;9.921572
-0.2873042;0.095768064;9.816227
-0.2777274;0.05746084;10.01734
-0.2777274;0.12449849;10.007763
-0.25857377;0.06703765;9.816227
-0.31603462;0.08619126;9.911995
-0.32561144;0.047884032;10.007763
-0.30645782;0.08619126;10.007763
-0.31603462;0.076614454;9.816227
-0.31603462;0.095768064;9.749189
-0.23942018;0.10534488;9.844957
-0.38307226;0.10534488;9.816227
-0.17238252;0.15322891;9.797073
-0.25857377;0.08619126;9.988609
-0.4309563;0.08619126;9.768343
-0.2777274;0.08619126;10.007763
-0.20111294;0.076614454;9.950302
-0.35434186;0.076614454;9.653421
-0.39264908;0.05746084;9.787497
-0.17238252;0.038307227;10.371682
-0.29688102;-0.009576807;10.247183
-0.33518824;0.1340753;9.394848
-0.33518824;0.047884032;9.548077
-0.18195933;-0.019153614;10.477027
-0.22026655;0.0;10.218452
-0.48841715;0.10534488;9.481039
-0.076614454;0.02873042;9.691729
-0.37349546;0.038307227;10.371682
-0.25857377;0.038307227;9.835381
-0.22026655;0.0;9.825804
-0.30645782;0.019153614;9.825804
-0.18195933;0.0;9.864111
-0.32561144;0.05746084;9.864111
-0.30645782;0.02873042;9.873688
-0.12449849;0.009576807;9.892841
-0.40222588;0.038307227;9.864111
-0.24899697;0.0;9.969456
-0.23942018;0.019153614;9.959879
-0.36391866;-0.095768064;9.940725
-0.16280572;-0.009576807;9.854534
-0.4213795;-0.06703765;10.007763
-0.11492168;-0.06703765;9.998186
-0.39264908;0.038307227;9.720459
-0.23942018;-0.047884032;9.825804
-0.31603462;-0.019153614;9.9790325
-0.2777274;-0.10534488;9.959879
-0.30645782;-0.019153614;9.902418
-0.29688102;-0.076614454;9.892841
-0.2777274;-0.038307227;9.931149
-0.34476504;-0.08619126;9.911995
-0.2777274;-0.05746084;9.950302
-0.24899697;-0.16280572;9.902418
-0.34476504;-0.095768064;9.940725
-0.2681506;-0.08619126;9.864111
-0.2873042;-0.15322891;9.931149
-0.2681506;-0.038307227;9.950302
-0.2681506;-0.11492168;9.844957
-0.2873042;-0.10534488;9.921572
-0.25857377;-0.076614454;9.921572
-0.2873042;-0.1340753;9.959879
-0.2681506;-0.12449849;9.864111
-0.25857377;-0.18195933;9.883265
-0.2681506;-0.17238252;9.883265
-0.23942018;-0.16280572;9.816227
-0.24899697;-0.05746084;9.959879
-0.2681506;-0.08619126;9.950302
-0.25857377;-0.019153614;9.921572
-0.25857377;-0.08619126;9.844957
-0.22984336;-0.047884032;9.873688
-0.23942018;-0.095768064;9.931149
-0.24899697;-0.095768064;9.911995
-0.2681506;-0.06703765;9.854534
-0.2777274;-0.02873042;9.892841
-0.24899697;0.0;9.902418
-0.2777274;0.009576807;9.873688
-0.2681506;-0.047884032;9.921572
-0.24899697;-0.047884032;9.892841
-0.2873042;0.038307227;9.844957
-0.24899697;0.0;9.892841
-0.31603462;0.0;9.921572
-0.30645782;0.05746084;9.911995
-0.29688102;0.019153614;9.864111
-0.2777274;0.009576807;9.921572
-0.24899697;0.019153614;9.883265
-0.29688102;0.009576807;9.902418
-0.30645782;0.0;9.950302
-0.24899697;0.02873042;9.959879
-0.29688102;0.019153614;9.902418
-0.30645782;0.08619126;9.825804
-0.24899697;0.05746084;9.902418
-0.2681506;0.038307227;9.902418
-0.2777274;0.076614454;9.873688
-0.25857377;0.06703765;9.864111
-0.24899697;0.038307227;9.854534
-0.2681506;0.047884032;9.873688
-0.2873042;0.10534488;9.873688
-0.24899697;0.047884032;9.873688
-0.2681506;0.05746084;9.883265
-0.25857377;0.08619126;9.902418
-0.24899697;0.047884032;9.844957
-0.2681506;0.06703765;9.892841
-0.22026655;0.08619126;9.816227
-0.2777274;0.11492168;9.931149
-0.24899697;0.08619126;9.892841
-0.24899697;0.11492168;9.835381
-0.2873042;0.08619126;9.825804
-0.24899697;0.11492168;9.825804
-0.2873042;0.08619126;9.883265
-0.22026655;0.095768064;9.873688
-0.24899697;0.10534488;9.854534
-0.2777274;0.11492168;9.911995
-0.24899697;0.076614454;9.892841
-0.2873042;0.1340753;9.825804
-0.29688102;0.1436521;9.864111
-0.25857377;0.1340753;9.902418
-0.33518824;0.12449849;9.873688
-0.2681506;0.11492168;9.892841
-0.2873042;0.1340753;9.911995
-0.29688102;0.12449849;9.911995
-0.29688102;0.16280572;9.873688
-0.2777274;0.12449849;9.921572
-0.24899697;0.15322891;9.864111
-0.32561144;0.12449849;9.854534
-0.2777274;0.18195933;9.864111
-0.29688102;0.10534488;9.797073
-0.2873042;0.11492168;9.892841
-0.22984336;0.15322891;9.816227
-0.29688102;0.1436521;9.844957
-0.2777274;0.17238252;9.873688
-0.2777274;0.1340753;9.864111
-0.29688102;0.12449849;9.911995
-0.2681506;0.17238252;9.825804
-0.29688102;0.11492168;9.873688
-0.25857377;0.076614454;9.864111
-0.22026655;0.06703765;9.883265
-0.24899697;0.11492168;9.969456
-0.24899697;0.1340753;9.864111
-0.2873042;0.11492168;9.864111
-0.24899697;0.05746084;9.883265
-0.24899697;0.038307227;9.911995
-0.24899697;0.08619126;9.816227
-0.2873042;0.16280572;9.749189
-0.22026655;0.10534488;9.854534
-0.2777274;0.095768064;9.816227
-0.22026655;0.047884032;9.825804
-0.2873042;0.06703765;9.864111
-0.32561144;0.08619126;9.873688
-0.2873042;0.05746084;9.883265
-0.30645782;0.076614454;9.950302
-0.2873042;0.06703765;9.883265
-0.2777274;-0.019153614;9.931149
-0.2681506;0.038307227;9.873688
-0.32561144;-0.038307227;9.940725
-0.2777274;-0.076614454;10.007763
-0.29688102;-0.038307227;9.854534
-0.2873042;0.0;9.921572
-0.24899697;-0.11492168;9.969456
-0.33518824;-0.05746084;9.825804
-0.24899697;-0.11492168;9.835381
-0.24899697;-0.15322891;9.854534
-0.24899697;-0.16280572;9.931149
-0.2777274;-0.17238252;9.835381
-0.24899697;-0.21068975;9.950302
-0.2777274;-0.2681506;10.084377
-0.24899697;-0.30645782;9.940725
-0.25857377;-0.32561144;9.931149
-0.22984336;-0.4405331;10.007763
-0.24899697;-0.46926352;10.01734
-0.2681506;-0.45010993;9.959879
-0.21068975;-0.41180268;9.969456
-0.2681506;-0.45010993;9.950302
-0.22026655;-0.41180268;9.902418
-0.23942018;-0.45968673;10.036493
-0.24899697;-0.47884035;9.892841
-0.22984336;-0.47884035;9.921572
-0.2681506;-0.39264908;10.04607
-0.2777274;-0.41180268;9.892841
-0.35434186;-0.38307226;9.864111
-0.2777274;-0.4213795;10.007763
-0.25857377;-0.38307226;9.835381
-0.30645782;-0.2681506;9.883265
-0.2681506;-0.2777274;9.854534
-0.24899697;-0.25857377;9.816227
-0.2873042;-0.24899697;9.892841
-0.23942018;-0.21068975;9.911995
-0.33518824;-0.12449849;9.797073
-0.29688102;-0.047884032;9.797073
-0.33518824;-0.047884032;9.9790325
-0.23942018;-0.095768064;9.797073
-0.34476504;-0.019153614;9.787497
-0.29688102;-0.019153614;9.921572
-0.24899697;-0.009576807;9.950302
-0.23942018;-0.05746084;9.883265
-0.30645782;0.0;9.883265
-0.24899697;0.0;9.902418
-0.24899697;-0.019153614;9.950302
-0.2873042;0.095768064;9.883265
-0.22026655;-0.019153614;9.940725
-0.25857377;0.047884032;9.854534
-0.25857377;0.019153614;9.844957
-0.24899697;0.02873042;9.988609
-0.22984336;0.019153614;9.854534
-0.2777274;0.019153614;9.835381
-0.22026655;0.038307227;9.931149
-0.2681506;0.038307227;9.854534
-0.22026655;-0.02873042;9.940725
-0.22026655;0.047884032;9.883265
-0.25857377;0.038307227;9.854534
-0.22984336;0.019153614;9.950302
-0.22026655;0.019153614;9.940725
-0.2681506;0.02873042;9.892841
-0.2873042;0.08619126;9.911995
-0.29688102;0.047884032;9.988609
-0.2681506;0.038307227;9.864111
-0.33518824;0.038307227;9.816227
-0.30645782;0.038307227;9.892841
-0.32561144;0.05746084;9.873688
-0.36391866;0.05746084;9.892841
-0.37349546;0.009576807;9.835381
-0.32561144;0.06703765;9.854534
-0.41180268;0.02873042;9.883265
-0.33518824;0.1436521;9.854534
-0.36391866;0.05746084;9.854534
-0.34476504;0.095768064;9.854534
-0.33518824;0.095768064;9.892841
-0.31603462;0.11492168;9.892841
-0.29688102;0.20111294;9.940725
-0.2873042;0.1436521;9.950302
-0.34476504;0.18195933;9.940725
-0.31603462;0.22026655;9.864111
-0.30645782;0.23942018;9.969456
-0.31603462;0.32561144;9.883265
-0.33518824;0.29688102;9.854534
-0.23942018;0.31603462;9.873688
-0.22984336;0.4309563;9.739613
-0.22026655;0.45010993;9.749189
-0.11492168;0.36391866;9.749189
-0.1340753;0.4213795;9.80665
-0.1436521;0.4309563;9.80665
-0.095768064;0.46926352;9.864111
-0.1436521;0.4213795;9.950302
-0.1340753;0.35434186;10.0269165
-0.1340753;0.33518824;10.04607
-0.06703765;0.30645782;10.01734
-0.16280572;0.38307226;9.988609
-0.16280572;0.37349546;9.988609
-0.10534488;0.4309563;9.988609
-0.2873042;0.51714754;9.825804
-0.15322891;0.5554548;9.844957
-0.2777274;0.60333884;9.758766
-0.32561144;0.6799533;9.653421
-0.31603462;0.7278373;9.519346
-0.4213795;0.7086837;9.634268
-0.46926352;0.60333884;9.758766
-0.34476504;0.6991069;9.710882
-0.45968673;0.6607997;9.701305
-0.39264908;0.5650316;9.825804
-0.5363012;0.41180268;10.01734
-0.38307226;0.40222588;10.103531
-0.41180268;0.31603462;9.969456
-0.50757074;0.19153613;10.208876
-0.40222588;0.16280572;10.160992
-0.5363012;0.02873042;10.28549
-0.38307226;0.05746084;10.342952
-0.2873042;0.02873042;10.237606
-0.34476504;0.08619126;10.036493
-0.24899697;0.15322891;10.0748005
-0.2873042;0.2777274;9.80665
-0.18195933;0.2777274;9.710882
-0.22026655;0.31603462;9.77792
-0.076614454;0.29688102;9.653421
-0.12449849;0.34476504;9.414001
-0.20111294;0.45010993;9.500193
-0.16280572;0.34476504;9.615114
-0.095768064;0.34476504;9.346964
-0.24899697;0.29688102;9.595961
-0.10534488;0.24899697;9.634268
-0.2873042;0.20111294;9.509769
-0.17238252;0.08619126;9.80665
-0.08619126;0.12449849;9.864111
-0.21068975;0.06703765;9.911995
-0.30645782;-0.047884032;9.921572
-0.36391866;-0.12449849;10.103531
-0.24899697;-0.21068975;10.1226845
-0.4213795;-0.36391866;9.854534
-0.37349546;-0.25857377;10.0748005
-0.5746084;-0.40222588;10.304645
-0.35434186;-0.39264908;10.01734
-0.4213795;-0.5746084;9.931149
-0.32561144;-0.51714754;9.998186
-0.2873042;-0.6895301;9.931149
-0.32561144;-0.78529817;9.758766
-0.32561144;-0.79487497;9.902418
-0.46926352;-0.9576807;10.132261
-0.29688102;-1.13964;10.093954
-0.24899697;-1.3120226;10.0748005
-0.21068975;-1.4269443;10.189722
-0.10534488;-1.5610195;10.055647
-0.19153613;-1.5801731;10.036493
-0.17238252;-1.6472107;10.007763
-0.1436521;-1.7717092;9.9790325
-0.06703765;-1.6663644;9.883265
-0.19153613;-1.7525556;9.844957
-0.019153614;-1.733402;10.055647
-0.05746084;-1.7621324;9.854534
-0.1436521;-1.6472107;9.816227
-0.095768064;-1.6280571;9.80665
-0.17238252;-1.6280571;9.902418
-0.23942018;-1.6089035;9.825804
-0.15322891;-1.6376339;9.787497
-0.33518824;-1.5514427;9.864111
-0.29688102;-1.4939818;9.825804
-0.29688102;-1.5131354;9.797073
-0.4309563;-1.6089035;10.065224
-0.30645782;-1.532289;9.969456
-0.5267244;-1.6759412;9.883265
-0.47884035;-1.6472107;10.132261
-0.37349546;-1.5705963;9.998186
-0.6895301;-1.6663644;9.940725
-0.37349546;-1.5035586;9.959879
-0.47884035;-1.5514427;10.0269165
-0.45010993;-1.4652514;9.720459
-0.24899697;-1.4173675;9.892841
-0.45010993;-1.5801731;10.342952
-0.15322891;-1.3694834;10.01734
-0.22984336;-1.4077905;9.931149
-0.10534488;-1.4556746;10.228029
0.009576807;-1.4556746;10.084377
-0.22984336;-1.4173675;10.304645
0.02873042;-1.4460979;10.141838
-0.019153614;-1.4556746;10.180145
-0.10534488;-1.532289;10.371682
0.22026655;-1.4269443;10.247183
-0.095768064;-1.4652514;9.931149
-0.24899697;-1.2545617;9.797073
-0.10534488;-1.283292;9.749189
-0.51714754;-1.1779473;9.653421
-0.10534488;-0.91937345;8.762778
-0.63206923;-1.0726024;9.337387
-0.11492168;-0.8331822;9.078813
0.10534488;-0.92895025;8.90643
-0.41180268;-0.9864111;9.203311
-0.2873042;-1.1204864;9.595961
-0.60333884;-1.1971009;9.892841
-0.6799533;-1.2066777;9.9790325
-0.5746084;-1.3982137;10.055647
-0.91937345;-1.5993267;10.668563
-0.9768343;-1.6663644;10.888829
-0.50757074;-1.6472107;10.773908
-0.10534488;-1.6759412;10.553641
-0.79487497;-1.6567876;10.266336
-0.1436521;-1.5227122;9.998186
0.18195933;-1.5035586;9.730036
-0.9672575;-1.5227122;9.653421
0.45010993;-1.1779473;9.509769
-0.11492168;-1.2162545;9.078813
-0.58418524;-1.283292;9.835381
1.091756;-1.1683705;9.002198
-0.5554548;-1.4077905;10.1226845
0.12449849;-1.1971009;9.500193
-0.33518824;-1.3982137;10.237606
-0.38307226;-1.484405;10.793061
-1.2066777;-2.0111294;11.233594
-0.2873042;-1.7046716;10.160992
0.7661445;-1.934515;10.160992
0.7661445;-1.9249382;10.649409
-0.545878;-1.8195933;9.825804
0.61291564;-1.6663644;9.797073
-0.05746084;-1.6184803;9.624691
-1.1013328;-1.3311762;8.561666
-0.32561144;-1.1875241;8.66701
