;ay;ax;az
0;0.46926352;0.0;9.873688
1;0.5746084;-0.019153614;9.672575
2;0.50757074;-0.05746084;9.720459
3;0.6895301;-0.095768064;10.180145
4;0.37349546;-0.095768064;10.323798
5;0.6703765;-0.047884032;9.643845
6;0.6703765;0.0;9.519346
7;0.38307226;0.038307227;9.911995
8;0.7661445;-0.16280572;9.739613
9;0.5554548;0.038307227;9.80665
10;0.4405331;0.095768064;9.758766
11;0.7757214;-0.076614454;9.500193
12;0.6607997;-0.12449849;10.275913
13;0.4405331;-0.16280572;11.224017
14;0.29688102;0.0;10.323798
15;0.8810662;0.06703765;8.437167
16;0.7278373;0.08619126;9.308656
17;0.06703765;-0.2873042;11.099519
18;1.292869;-0.48841715;11.233594
19;-0.31603462;0.2681506;10.457873
20;0.2873042;0.36391866;8.264784
21;1.9536686;0.11492168;7.479486
22;-0.8331822;-0.25857377;11.894394
23;0.9959879;-1.2258313;13.713987
24;0.92895025;0.36391866;8.054094
25;0.5363012;-0.08619126;7.7093296
26;0.5554548;-0.06703765;9.931149
27;0.50757074;-0.038307227;9.864111
28;0.51714754;-0.038307227;9.892841
29;0.5554548;-0.076614454;9.931149
30;0.50757074;-0.076614454;9.959879
31;0.5363012;-0.06703765;9.931149
32;0.545878;0.0;9.825804
33;0.5267244;-0.06703765;9.940725
34;0.59376204;-0.076614454;9.921572
35;0.5363012;-0.08619126;9.902418
36;0.5746084;-0.06703765;9.816227
37;0.545878;-0.019153614;9.883265
38;0.5267244;-0.047884032;9.921572
39;0.58418524;-0.10534488;9.959879
40;0.58418524;-0.06703765;9.892841
41;0.50757074;-0.05746084;9.864111
42;0.60333884;-0.05746084;9.988609
43;0.58418524;-0.095768064;9.864111
44;0.5746084;-0.05746084;10.036493
45;0.59376204;-0.095768064;9.950302
46;0.5554548;-0.038307227;9.883265
47;0.49799395;-0.05746084;9.864111
48;0.5363012;-0.047884032;9.921572
49;0.5554548;-0.06703765;9.998186
50;0.5363012;-0.076614454;9.835381
51;0.5363012;-0.095768064;9.873688
52;0.51714754;-0.038307227;9.864111
53;0.5363012;-0.019153614;9.921572
54;0.5267244;-0.10534488;9.9790325
55;0.5746084;-0.019153614;9.892841
56;0.49799395;-0.019153614;9.797073
57;0.5650316;-0.02873042;9.998186
58;0.51714754;-0.019153614;9.931149
59;0.48841715;-0.009576807;9.835381
60;0.59376204;-0.05746084;9.959879
61;0.45968673;0.019153614;9.902418
62;0.60333884;-0.038307227;10.065224
63;0.50757074;0.0;9.873688
64;0.5363012;-0.02873042;9.749189
65;0.7565677;-0.06703765;9.873688
66;0.32561144;0.038307227;10.151415
67;0.6703765;0.019153614;9.998186
68;0.6895301;-0.02873042;9.682152
69;0.38307226;0.095768064;9.825804
70;0.79487497;-0.05746084;10.036493
71;0.46926352;0.05746084;10.103531
72;0.49799395;0.0;9.921572
73;0.842759;-0.05746084;9.624691
74;0.45968673;0.076614454;9.710882
75;0.45010993;-0.21068975;10.850522
76;0.5363012;-0.02873042;10.151415
77;0.7661445;-0.15322891;9.643845
78;0.45968673;0.17238252;9.500193
79;0.33518824;-0.047884032;10.381259
80;0.8523358;-0.30645782;10.630256
81;0.34476504;0.12449849;9.787497
82;0.61291564;-0.019153614;9.730036
83;0.38307226;0.06703765;9.624691
84;0.48841715;0.0;9.595961
85;0.641646;-0.11492168;9.950302
86;0.5554548;-0.038307227;9.902418
87;0.59376204;-0.095768064;9.902418
88;0.5363012;-0.11492168;9.883265
89;0.5554548;-0.076614454;9.950302
90;0.5267244;-0.08619126;9.835381
91;0.5267244;-0.05746084;9.892841
92;0.50757074;-0.076614454;9.892841
93;0.545878;-0.05746084;9.883265
94;0.5267244;-0.08619126;9.902418
95;0.50757074;-0.08619126;9.844957
96;0.60333884;-0.095768064;9.931149
97;0.5363012;-0.10534488;9.940725
98;0.5363012;-0.06703765;9.892841
99;0.5267244;-0.02873042;9.892841
100;0.51714754;-0.10534488;9.988609
101;0.61291564;-0.11492168;9.931149
102;0.5746084;-0.047884032;9.844957
103;0.50757074;-0.047884032;9.902418
104;0.5746084;-0.095768064;9.921572
105;0.51714754;-0.047884032;9.902418
106;0.5746084;-0.10534488;9.797073
107;0.5746084;-0.06703765;9.988609
108;0.47884035;-0.095768064;9.844957
109;0.5650316;-0.06703765;9.931149
110;0.50757074;-0.095768064;9.864111
111;0.5650316;-0.06703765;9.892841
112;0.545878;-0.038307227;9.902418
113;0.51714754;-0.06703765;9.864111
114;0.60333884;-0.02873042;9.911995
115;0.5554548;-0.05746084;9.835381
116;0.5746084;-0.038307227;9.844957
117;0.5650316;-0.038307227;9.892841
118;0.545878;0.0;9.911995
119;0.60333884;-0.06703765;9.883265
120;0.5363012;-0.02873042;9.902418
121;0.58418524;-0.019153614;9.940725
122;0.545878;0.009576807;9.902418
123;0.5267244;0.05746084;9.816227
124;0.5554548;-0.047884032;9.931149
125;0.50757074;-0.06703765;9.969456
126;0.58418524;0.009576807;9.844957
127;0.49799395;0.038307227;9.873688
128;0.5554548;0.009576807;9.892841
129;0.5650316;0.0;9.940725
130;0.58418524;0.0;9.940725
131;0.5554548;-0.009576807;9.825804
132;0.5554548;0.0;9.931149
133;0.47884035;0.02873042;9.921572
134;0.59376204;0.019153614;9.921572
135;0.545878;-0.019153614;9.911995
136;0.50757074;0.02873042;9.864111
137;0.59376204;-0.009576807;9.959879
138;0.46926352;0.05746084;9.825804
139;0.5267244;0.0;9.921572
140;0.62249243;0.02873042;9.80665
141;0.49799395;0.02873042;9.931149
142;0.58418524;-0.02873042;9.921572
143;0.5746084;0.038307227;9.844957
144;0.58418524;0.009576807;9.883265
145;0.5554548;0.009576807;9.911995
146;0.60333884;0.009576807;9.931149
147;0.58418524;-0.038307227;9.892841
148;0.51714754;0.0;9.873688
149;0.58418524;-0.05746084;9.911995
150;0.5650316;0.009576807;9.9790325
151;0.61291564;-0.009576807;9.825804
152;0.58418524;-0.038307227;9.911995
153;0.48841715;-0.019153614;9.911995
154;0.545878;-0.038307227;9.921572
155;0.5650316;-0.019153614;9.940725
156;0.49799395;-0.02873042;9.864111
157;0.5650316;-0.047884032;9.950302
158;0.47884035;0.0;9.911995
159;0.545878;-0.05746084;9.9790325
160;0.5746084;-0.06703765;9.892841
161;0.5363012;-0.095768064;9.854534
162;0.5554548;-0.06703765;9.921572
163;0.49799395;-0.095768064;9.835381
164;0.51714754;-0.06703765;9.902418
165;0.5650316;-0.047884032;9.883265
166;0.49799395;-0.047884032;9.902418
167;0.5554548;-0.095768064;9.911995
168;0.59376204;-0.1340753;9.921572
169;0.59376204;-0.1436521;9.931149
170;0.51714754;-0.12449849;9.950302
171;0.5554548;-0.18195933;9.921572
172;0.59376204;-0.15322891;9.921572
173;0.50757074;-0.10534488;9.969456
174;0.49799395;-0.17238252;9.931149
175;0.5746084;-0.19153613;9.940725
176;0.5554548;-0.10534488;9.854534
177;0.5650316;-0.12449849;10.01734
178;0.5267244;-0.11492168;9.844957
179;0.58418524;-0.18195933;9.931149
180;0.5267244;-0.15322891;9.959879
181;0.5267244;-0.16280572;9.873688
182;0.58418524;-0.1436521;9.940725
183;0.5363012;-0.1340753;9.931149
184;0.51714754;-0.12449849;9.969456
185;0.59376204;-0.1436521;9.921572
186;0.51714754;-0.08619126;9.998186
187;0.5746084;-0.20111294;9.921572
188;0.545878;-0.11492168;9.892841
189;0.5363012;-0.11492168;9.854534
190;0.5363012;-0.06703765;9.883265
191;0.50757074;-0.05746084;9.9790325
192;0.61291564;-0.047884032;9.854534
193;0.59376204;-0.038307227;9.911995
194;0.5746084;-0.10534488;9.902418
195;0.5554548;-0.05746084;9.921572
196;0.545878;-0.047884032;9.844957
197;0.545878;-0.009576807;9.959879
198;0.5267244;0.0;9.921572
