;ay;ax;az
1;0.6512229;0.1436521;10.01734
2;0.5746084;0.12449849;10.1226845
3;0.545878;0.11492168;9.988609
4;0.58418524;0.1340753;9.883265
5;0.545878;0.05746084;9.787497
6;0.4213795;0.06703765;9.950302
7;0.4309563;0.076614454;9.950302
8;0.6991069;0.08619126;9.864111
9;0.545878;0.095768064;9.787497
10;0.48841715;0.10534488;10.007763
11;0.5267244;0.10534488;10.04607
12;0.50757074;-0.019153614;9.56723
13;0.6607997;0.047884032;9.624691
14;0.49799395;0.05746084;10.04607
15;0.40222588;0.047884032;10.036493
16;0.90021986;0.08619126;9.433155
17;0.2681506;-0.009576807;9.787497
18;0.5650316;0.33518824;10.304645
19;1.0342951;0.2873042;10.802638
20;-0.31603462;-0.0;10.275913
21;1.3599066;0.37349546;10.831368
22;-0.63206923;-0.10534488;9.557653
23;0.9959879;0.038307227;9.643845
24;1.4269443;0.05746084;10.697293
25;-0.4213795;0.6607997;12.593501
26;0.9864111;-0.5363012;7.8625584
27;0.35434186;0.05746084;8.973468
28;0.46926352;0.009576807;9.854534
29;0.7374141;0.1340753;9.835381
30;0.34476504;0.02873042;10.113108
31;0.63206923;0.15322891;10.208876
32;0.641646;0.02873042;9.643845
33;0.37349546;-0.06703765;9.548077
34;0.89064306;0.17238252;10.04607
35;-0.15322891;-0.047884032;9.931149
36;1.532289;0.29688102;10.170568
37;-0.5267244;-0.15322891;9.56723
38;1.0534488;-0.009576807;9.80665
39;0.78529817;-0.17238252;8.542512
40;0.48841715;0.22984336;10.5919485
41;0.50757074;0.095768064;9.931149
42;0.545878;0.02873042;9.969456
43;0.5267244;0.076614454;10.007763
44;0.5363012;0.047884032;10.036493
45;0.5267244;0.02873042;9.911995
46;0.5554548;0.02873042;9.911995
47;0.45968673;0.038307227;9.883265
48;0.49799395;0.02873042;9.911995
49;0.49799395;0.009576807;9.950302
50;0.49799395;0.05746084;9.825804
51;0.59376204;0.11492168;9.825804
52;0.51714754;0.06703765;9.816227
53;0.5650316;0.047884032;9.902418
54;0.5267244;0.06703765;9.873688
55;0.5554548;0.05746084;9.911995
56;0.47884035;0.06703765;9.921572
57;0.5554548;0.05746084;9.873688
58;0.5267244;0.02873042;9.921572
59;0.51714754;0.11492168;9.940725
60;0.61291564;0.1340753;9.9790325
61;0.60333884;0.10534488;10.084377
62;0.58418524;0.12449849;10.007763
63;0.47884035;0.076614454;9.911995
64;0.5650316;0.08619126;9.873688
65;0.60333884;0.019153614;10.007763
66;0.47884035;0.095768064;9.940725
67;0.63206923;-0.009576807;9.902418
68;0.5363012;0.047884032;9.80665
69;0.545878;0.047884032;9.835381
70;0.545878;0.019153614;9.787497
71;0.5267244;0.02873042;9.797073
72;0.5267244;0.047884032;9.921572
73;0.45010993;0.05746084;9.921572
74;0.51714754;0.06703765;9.835381
75;0.47884035;0.06703765;9.931149
76;0.4309563;0.08619126;9.969456
77;0.5363012;0.076614454;9.864111
78;0.46926352;0.076614454;10.04607
79;0.45010993;0.05746084;10.0748005
80;0.61291564;0.076614454;9.844957
81;0.59376204;0.08619126;9.854534
82;0.45968673;0.076614454;10.160992
83;0.51714754;0.12449849;10.055647
84;0.60333884;0.02873042;9.873688
85;0.6895301;0.05746084;9.825804
86;0.46926352;-0.0;9.643845
87;0.6607997;0.06703765;10.304645
88;0.38307226;-0.0;10.0748005
89;0.7469909;0.05746084;9.662998
90;0.59376204;-0.009576807;9.576807
91;0.4405331;0.019153614;10.237606
92;0.63206923;0.10534488;9.950302
93;0.5363012;0.08619126;9.854534
94;0.49799395;-0.009576807;9.911995
95;0.61291564;0.019153614;9.921572
96;0.4309563;0.08619126;10.055647
97;0.5267244;0.038307227;10.01734
98;0.59376204;-0.0;9.921572
99;0.50757074;0.009576807;9.864111
100;0.46926352;0.095768064;9.9790325
101;0.61291564;0.10534488;9.77792
102;0.46926352;0.05746084;9.835381
103;0.6607997;0.095768064;10.237606
104;0.46926352;0.038307227;9.787497
105;0.641646;0.05746084;9.739613
106;0.545878;0.11492168;9.80665
107;0.5746084;0.02873042;9.950302
108;0.60333884;0.16280572;10.237606
109;0.36391866;-0.0;9.864111
110;0.91937345;0.047884032;9.509769
111;0.33518824;0.1436521;9.854534
112;0.60333884;0.18195933;10.065224
113;0.59376204;0.019153614;9.9790325
114;0.5267244;0.047884032;9.892841
115;0.58418524;0.02873042;9.931149
116;0.47884035;0.047884032;9.911995
117;0.51714754;0.076614454;9.9790325
118;0.61291564;0.12449849;9.950302
119;0.545878;0.05746084;9.835381
120;0.63206923;0.06703765;9.816227
121;0.49799395;0.11492168;9.950302
122;0.60333884;0.076614454;9.825804
123;0.5650316;0.02873042;9.950302
124;0.46926352;0.12449849;9.873688
125;0.63206923;0.18195933;9.864111
126;0.545878;0.08619126;10.01734
127;0.5363012;0.08619126;9.950302
128;0.545878;0.05746084;9.931149
129;0.5650316;0.12449849;9.873688
130;0.545878;0.08619126;9.969456
131;0.50757074;0.12449849;9.959879
132;0.59376204;0.095768064;9.959879
133;0.545878;0.019153614;9.892841
134;0.5363012;0.095768064;9.825804
135;0.51714754;-0.0;9.892841
136;0.5267244;0.095768064;9.902418
137;0.5650316;0.076614454;9.892841
138;0.5554548;0.08619126;9.921572
139;0.5267244;0.10534488;10.007763
140;0.5554548;0.08619126;9.873688
141;0.5554548;0.08619126;9.873688
142;0.48841715;0.038307227;9.921572
143;0.59376204;0.08619126;9.969456
144;0.545878;0.047884032;9.892841
145;0.5746084;0.076614454;9.873688
146;0.4213795;-0.0;9.940725
147;0.61291564;0.08619126;9.864111
148;0.50757074;0.038307227;9.931149
149;0.51714754;0.15322891;9.864111
150;0.62249243;0.10534488;9.902418
151;0.4213795;-0.0;9.835381
152;0.7182605;0.21068975;9.892841
153;0.545878;0.06703765;9.883265
154;0.50757074;0.019153614;9.902418
155;0.48841715;0.076614454;10.0269165
156;0.5267244;0.06703765;9.873688
157;0.5650316;0.05746084;9.80665
158;0.50757074;0.05746084;9.931149
159;0.50757074;0.02873042;10.103531
160;0.59376204;0.047884032;9.9790325
161;0.5746084;0.06703765;9.730036
162;0.5363012;0.038307227;9.854534
