ax;ay;az
-0.46926352;-0.009576807;9.854534
-0.58418524;-0.019153614;9.902418
-0.49799395;0.019153614;9.787497
-0.46926352;0.06703765;9.873688
-0.51714754;-0.009576807;9.911995
-0.47884035;0.11492168;9.825804
-0.58418524;-0.019153614;9.950302
-0.4405331;0.019153614;9.959879
-0.4405331;0.08619126;9.758766
-0.5363012;-0.02873042;9.883265
-0.40222588;0.12449849;9.864111
-0.5267244;0.009576807;9.959879
-0.45010993;0.05746084;9.825804
-0.51714754;0.047884032;9.892841
-0.5746084;0.038307227;9.854534
-0.45010993;0.076614454;9.864111
-0.5746084;0.009576807;9.844957
-0.46926352;0.047884032;9.835381
-0.45010993;0.019153614;9.835381
-0.5267244;0.02873042;9.931149
-0.49799395;0.095768064;9.835381
-0.50757074;0.009576807;9.902418
-0.5267244;0.05746084;9.921572
-0.49799395;0.038307227;9.844957
-0.48841715;0.08619126;9.883265
-0.49799395;0.076614454;9.883265
-0.45010993;0.095768064;9.873688
-0.5267244;0.0;9.911995
-0.46926352;0.019153614;9.854534
-0.50757074;0.05746084;9.873688
-0.51714754;0.02873042;9.835381
-0.48841715;0.009576807;9.931149
-0.5267244;0.047884032;9.911995
-0.5267244;0.038307227;9.797073
-0.50757074;0.009576807;9.902418
-0.46926352;0.047884032;9.873688
-0.51714754;0.019153614;9.959879
-0.5363012;0.009576807;9.844957
-0.48841715;0.019153614;9.911995
-0.5267244;0.0;9.959879
-0.50757074;0.038307227;9.911995
-0.49799395;0.02873042;9.864111
-0.49799395;0.06703765;9.816227
-0.50757074;0.05746084;9.835381
-0.5746084;0.019153614;9.825804
-0.47884035;0.038307227;9.892841
-0.5267244;0.02873042;9.844957
-0.5650316;0.0;9.854534
-0.4405331;0.05746084;9.883265
-0.51714754;0.038307227;9.911995
-0.51714754;0.019153614;9.864111
-0.48841715;0.08619126;9.883265
-0.5267244;0.038307227;9.883265
-0.49799395;0.038307227;9.768343
-0.50757074;0.0;9.864111
-0.49799395;0.019153614;9.883265
-0.45968673;0.038307227;9.854534
-0.49799395;0.009576807;9.825804
-0.5267244;0.019153614;9.883265
-0.46926352;0.08619126;9.911995
-0.50757074;0.0;9.902418
-0.48841715;0.06703765;9.854534
-0.50757074;0.047884032;9.902418
-0.5554548;0.02873042;9.921572
-0.48841715;0.009576807;9.873688
-0.545878;0.0;9.902418
-0.50757074;0.06703765;9.940725
-0.47884035;0.06703765;9.883265
-0.4405331;0.019153614;9.835381
-0.5554548;0.095768064;9.854534
-0.51714754;0.0;9.873688
-0.45968673;0.038307227;9.873688
-0.50757074;0.047884032;9.864111
-0.46926352;0.009576807;9.844957
-0.47884035;0.05746084;9.883265
-0.5554548;0.047884032;9.864111
-0.4405331;0.10534488;9.892841
-0.5267244;0.02873042;9.797073
-0.48841715;0.06703765;9.844957
-0.48841715;0.076614454;9.892841
-0.50757074;0.0;9.921572
-0.47884035;0.0;9.844957
-0.61291564;0.0;9.883265
-0.48841715;0.076614454;9.854534
-0.50757074;0.02873042;9.921572
-0.58418524;0.009576807;9.911995
-0.5267244;0.0;9.825804
-0.48841715;0.019153614;9.931149
-0.50757074;-0.047884032;9.825804
-0.5554548;-0.02873042;9.854534
-0.4405331;0.05746084;9.825804
-0.45968673;0.019153614;9.844957
-0.5267244;0.019153614;9.864111
-0.46926352;-0.009576807;9.835381
