10;-4;-54
1;23;-36
3;-18;-21
6;8;-22
0;25;-24
-2;-12;-11
-5;1;-15
0;3;-8
-1;-13;-18
0;-1;-22
0;0;-17
-7;0;-27
-8;5;-24
-8;-2;-22
0;0;-16
-1;0;-21
-1;-4;-21
-6;2;-29
3;7;-21
-4;1;-17
-1;-1;-23
0;0;-12
3;-1;-12
0;0;-13
7;-1;-14
-6;0;-20
-3;-1;-25
-4;2;-21
-5;-2;-14
-1;4;-11
-5;0;-10
-6;6;-16
-1;0;-22
1;0;-22
0;-3;-23
0;-4;-22
0;-1;-16
-1;1;-17
-3;-3;-13
0;-5;-21
-6;-1;-12
-4;-3;-23
-8;0;-20
2;2;-16
3;-8;-18
-2;-2;-11
-5;1;-18
0;4;-10
0;-3;-13
0;0;-21
1;-1;-15
0;2;-21
2;0;-11
4;0;-19
9;1;-27
0;0;-14
-7;0;-24
-6;3;-24
-6;-2;-16
-9;0;-11
6;-6;7
365;-8;-59
553;58;112
851;-10;105
1232;-79;-67
1309;-17;-99
975;-34;-40
742;-122;-152
430;-36;97
293;98;33
172;66;141
480;-86;-176
641;25;44
902;271;-89
715;256;262
623;-629;-427
403;-315;-168
120;703;602
356;78;-241
94;-370;72
274;-16;285
705;-87;-541
366;-68;378
778;-196;-321
515;-130;-390
275;-46;459
283;-79;148
433;103;-374
436;-58;-658
346;-19;270
312;-103;143
298;124;-212
218;-164;263
459;-341;-521
301;64;219
296;-36;433
556;68;-569
419;35;-471
-17;163;503
-421;-275;335
-357;4;-758
-973;232;380
-1092;-180;580
-744;-118;-99
-712;289;-313
-619;280;-307
-738;-343;371
-454;117;232
-321;349;-532
-227;81;35
-141;-44;168
110;200;-102
63;141;-710
-599;-359;1035
45;-1062;-721
-736;1865;634
-472;1786;-679
-1134;-308;670
-3640;-3265;5633
-727;-2133;-2119
1144;1117;-5120
629;3359;-2015
-804;-1762;3697
736;-2086;-848
306;-80;-2405
-595;2176;840
-799;1405;525
2024;-1344;-2071
-355;-2400;2091
174;354;-2397
1490;95;-3092
354;691;2766
-867;-492;1537
182;-26;-2653
-199;680;203
-866;1277;2500
-811;124;466
-233;-605;-1908
-519;-567;165
-628;495;1118
-267;494;-130
-209;-454;-340
-200;-197;1
-69;-255;-472
-240;29;-62
-1002;457;642
-944;275;-630
-980;-484;-676
-1964;28;1018
-1950;269;457
-1721;419;-519
-1211;-30;-26
-919;-158;109
-534;155;-281
-430;171;-446
-845;144;750
-866;-264;399
-979;-21;-189
-902;372;2
-823;-108;57
-844;-381;280
-844;33;65
-645;388;86
-721;168;-198
-668;-135;388
-548;-22;-79
-596;231;23
-593;123;138
-618;-71;67
-556;21;153
-372;115;161
90;64;250
562;-126;-286
538;-3;7
638;12;-25
815;-76;25
1007;-38;-156
947;-23;-104
673;-22;-68
427;-33;17
321;-29;17
284;-3;-8
257;-14;0
237;-31;3
240;-2;1
259;-5;-16
260;-15;-5
271;-17;-4
288;-9;-14
305;-15;-11
328;-10;-15
359;-10;-7
371;-30;-9
381;-28;-18
358;-8;-9
278;-22;0
245;-12;-5
214;-2;1
197;-10;9
183;-8;17
181;-5;5
189;-11;7
195;-13;2
211;-5;-8
213;-13;-6
211;-10;-6
214;-10;-8
205;-10;6
190;-2;0
175;-1;5
161;-7;10
151;-3;0
139;-7;4
137;-9;6
137;-2;-1
143;-7;-7
135;-10;11
130;-7;-7
137;-18;-53
135;-14;-56
130;-6;1
116;8;130
