0.8331822;0.08619126;10.28549
0.46926352;0.32561144;9.481039
0.17238252;0.2873042;9.758766
0.30645782;0.22984336;10.237606
0.47884035;0.17238252;10.1226845
0.60333884;0.25857377;9.5385
0.47884035;0.2681506;9.662998
0.34476504;0.2873042;9.9790325
0.45968673;0.20111294;10.199299
0.4309563;0.21068975;9.892841
0.4213795;0.2873042;9.557653
0.50757074;0.22984336;9.80665
0.32561144;0.25857377;10.113108
0.39264908;0.24899697;9.950302
0.50757074;0.23942018;9.739613
0.34476504;0.2777274;9.892841
0.47884035;0.25857377;9.940725
0.39264908;0.20111294;9.911995
0.34476504;0.2777274;9.854534
0.47884035;0.2873042;9.80665
0.39264908;0.2777274;9.883265
0.32561144;0.22984336;9.959879
0.49799395;0.23942018;10.065224
0.34476504;0.31603462;9.701305
0.40222588;0.16280572;9.854534
0.32561144;0.31603462;9.816227
0.4405331;0.1436521;9.825804
0.37349546;0.22026655;9.787497
0.4405331;0.2777274;9.998186
0.39264908;0.20111294;9.921572
0.40222588;0.2681506;9.854534
0.39264908;0.22026655;9.902418
0.4213795;0.2873042;9.950302
0.38307226;0.24899697;9.854534
0.41180268;0.23942018;9.940725
0.40222588;0.17238252;9.854534
0.38307226;0.25857377;9.835381
0.4309563;0.23942018;9.911995
0.37349546;0.2873042;9.950302
0.4213795;0.25857377;9.816227
0.41180268;0.2681506;9.77792
0.37349546;0.2777274;9.883265
0.4405331;0.23942018;9.902418
0.34476504;0.2777274;9.77792
0.41180268;0.29688102;9.883265
0.40222588;0.2777274;9.864111
0.39264908;0.2777274;9.883265
0.4405331;0.22984336;9.844957
0.36391866;0.23942018;9.844957
0.45968673;0.23942018;9.911995
0.39264908;0.23942018;9.80665
0.40222588;0.2681506;9.854534
0.45010993;0.2777274;9.864111
0.39264908;0.22984336;9.854534
0.39264908;0.2873042;9.931149
0.40222588;0.2873042;9.892841
0.37349546;0.2681506;9.873688
0.39264908;0.2681506;9.873688
0.37349546;0.22984336;9.80665
0.40222588;0.30645782;9.864111
0.37349546;0.22026655;9.883265
0.40222588;0.22984336;9.911995
0.39264908;0.20111294;9.911995
0.39264908;0.25857377;9.883265
0.40222588;0.22984336;9.940725
0.40222588;0.21068975;9.864111
0.36391866;0.2777274;9.864111
0.45010993;0.22026655;9.844957
0.34476504;0.2681506;9.825804
0.4213795;0.19153613;9.921572
0.36391866;0.23942018;9.873688
0.36391866;0.2873042;9.854534
