time;gFx;gFy;gFz;TgF
22:41:00:6810;-0,0554;0,3122;1,0159;1,065
22:41:00:6830;-0,0505;0,2973;1,0007;1,046
22:41:00:6860;-0,0329;0,2616;0,9773;1,012
22:41:00:6880;-0,0445;0,2480;0,9789;1,011
22:41:00:6900;-0,0411;0,2407;1,0050;1,034
22:41:00:7020;-0,0531;0,2235;1,0353;1,061
22:41:00:7070;-0,0496;0,2506;1,0218;1,054
22:41:00:7100;-0,0463;0,2793;1,0031;1,043
22:41:00:7130;-0,0637;0,2761;0,9829;1,024
22:41:00:7170;-0,0464;0,2866;0,9946;1,037
22:41:00:7230;-0,0593;0,2818;1,0157;1,057
22:41:00:7270;-0,0440;0,2662;1,0495;1,084
22:41:00:7310;-0,0332;0,2495;1,0332;1,063
22:41:00:7550;-0,0185;0,2741;0,9934;1,031
22:41:00:7590;-0,0281;0,2849;0,9529;0,995
22:41:00:7610;-0,0529;0,2744;0,9318;0,974
22:41:00:7640;-0,0436;0,2877;0,9691;1,013
22:41:00:7670;-0,0632;0,2837;1,0226;1,064
22:41:00:7690;-0,0601;0,2512;1,0626;1,094
22:41:00:7720;-0,0526;0,2628;1,0348;1,069
22:41:00:7750;-0,0400;0,2605;0,9801;1,015
22:41:00:7770;-0,0637;0,2579;0,9626;1,000
22:41:00:7880;-0,0333;0,2488;1,0102;1,041
22:41:00:7920;-0,0303;0,2614;1,0601;1,092
22:41:00:7950;-0,0456;0,2521;1,0432;1,074
22:41:00:7990;-0,0492;0,2889;1,0137;1,056
22:41:00:8020;-0,0475;0,2944;0,9906;1,035
22:41:00:8080;-0,0540;0,2944;0,9859;1,031
22:41:00:8120;-0,0602;0,2801;0,9800;1,022
22:41:00:8180;-0,0440;0,2563;1,0165;1,050
22:41:00:8390;-0,0441;0,2507;1,0238;1,055
22:41:00:8430;-0,0579;0,2376;1,0407;1,069
22:41:00:8450;-0,0315;0,2532;1,0200;1,051
22:41:00:8470;-0,0253;0,2438;0,9646;0,995
22:41:00:8550;-0,0291;0,2640;0,9170;0,955
22:41:00:8570;-0,0403;0,2593;0,9816;1,016
22:41:00:8610;-0,0438;0,2623;1,0641;1,097
22:41:00:8630;-0,0659;0,2809;1,0931;1,131
22:41:00:8670;-0,0744;0,2767;1,0204;1,061
22:41:00:8690;-0,0393;0,2706;0,9454;0,985
22:41:00:8720;-0,0433;0,2641;0,9090;0,948
22:41:00:8780;-0,0383;0,2546;1,0096;1,042
22:41:00:8820;-0,0204;0,2525;1,0747;1,104
22:41:00:8900;-0,0317;0,2868;1,0496;1,089
22:41:00:8950;-0,0464;0,2832;0,9637;1,006
22:41:00:8980;-0,0479;0,2748;0,9150;0,957
22:41:00:9030;-0,0428;0,2573;0,9338;0,970
22:41:00:9240;-0,0554;0,2557;1,0229;1,056
22:41:00:9280;-0,0460;0,2436;1,0686;1,097
22:41:00:9300;-0,0468;0,2749;1,0380;1,075
22:41:00:9340;-0,0608;0,2673;0,9798;1,018
22:41:00:9380;-0,0468;0,2833;0,9285;0,973
22:41:00:9420;-0,0418;0,2716;0,9756;1,014
22:41:00:9440;-0,0351;0,2957;1,0533;1,095
22:41:00:9470;-0,0468;0,3065;1,0466;1,092
22:41:00:9490;-0,0543;0,3036;0,9817;1,030
22:41:00:9590;-0,0592;0,2974;0,9387;0,988
22:41:00:9630;-0,0623;0,2719;0,9436;0,985
22:41:00:9660;-0,0428;0,2761;1,0090;1,047
22:41:00:9690;-0,0325;0,2997;1,0323;1,076
22:41:00:9740;-0,0490;0,3105;0,9881;1,038
22:41:00:9780;-0,0651;0,3065;0,9302;0,983
22:41:00:9820;-0,0400;0,3100;0,9283;0,980
22:41:00:9880;-0,0445;0,3035;1,0024;1,049
22:41:00:9920;-0,0299;0,3108;1,0574;1,103
22:41:00:9970;-0,0407;0,3345;1,0156;1,071
22:41:01:0040;-0,0752;0,3213;0,9413;0,999
22:41:01:0080;-0,0653;0,3420;0,9128;0,979
22:41:01:0120;-0,0707;0,3221;0,9759;1,032
22:41:01:0180;-0,0371;0,3477;1,0523;1,110
22:41:01:0430;-0,0251;0,3568;1,0173;1,079
22:41:01:0470;-0,0249;0,3426;0,9355;0,997
22:41:01:0500;-0,0178;0,3525;0,9122;0,979
22:41:01:0530;-0,0464;0,3328;0,9785;1,036
22:41:01:0570;-0,0408;0,3578;1,0410;1,102
22:41:01:0610;-0,0444;0,3869;0,9966;1,071
22:41:01:0640;-0,0792;0,3715;0,9159;0,994
22:41:01:0670;-0,0420;0,3804;0,8740;0,956
22:41:01:0690;-0,0389;0,3380;0,9356;0,997
22:41:01:0720;0,0074;0,3601;1,0486;1,109
22:41:01:0740;-0,0014;0,3566;1,0553;1,114
22:41:01:0880;-0,0462;0,3719;0,9774;1,048
22:41:01:0920;-0,0615;0,4020;0,8908;0,981
22:41:01:0940;-0,0890;0,3721;0,9326;1,010
22:41:01:0980;-0,0474;0,3938;1,0375;1,112
22:41:01:1000;-0,0287;0,3842;1,0302;1,101
22:41:01:1040;-0,0228;0,3828;0,9624;1,037
22:41:01:1100;-0,0293;0,3832;0,9032;0,983
22:41:01:1150;-0,0468;0,3717;0,9588;1,031
22:41:01:1190;-0,0648;0,3976;1,0275;1,105
22:41:01:1470;-0,0433;0,4167;1,0005;1,086
22:41:01:1500;-0,0428;0,4225;0,9070;1,003
22:41:01:1560;-0,0589;0,4211;0,8397;0,944
22:41:01:1590;-0,0387;0,3894;0,8751;0,960
22:41:01:1620;-0,0408;0,3901;1,0181;1,092
22:41:01:1640;-0,0263;0,4125;1,0901;1,167
22:41:01:1670;-0,0634;0,4383;0,9679;1,066
22:41:01:1690;-0,0764;0,4492;0,8532;0,970
22:41:01:1710;-0,0459;0,4343;0,8504;0,958
22:41:01:1740;-0,0439;0,3950;0,9500;1,031
22:41:01:1760;0,0033;0,4122;1,1090;1,183
22:41:01:1790;-0,0206;0,4145;1,0862;1,163
22:41:01:1850;-0,0555;0,4153;0,9451;1,036
22:41:01:1890;-0,0648;0,4359;0,8725;0,980
22:41:01:1940;-0,0926;0,4249;0,9166;1,017
22:41:01:1990;-0,0356;0,4332;1,0239;1,114
22:41:01:2070;-0,0153;0,4616;1,0104;1,112
22:41:01:2110;-0,0266;0,4543;0,9162;1,025
22:41:01:2140;-0,0507;0,4471;0,8714;0,983
22:41:01:2200;-0,0379;0,4221;0,9396;1,032
22:41:01:2460;-0,0337;0,4129;1,0211;1,103
22:41:01:2500;-0,0577;0,4654;1,0234;1,128
22:41:01:2540;-0,0687;0,4735;0,9393;1,057
22:41:01:2570;-0,0625;0,4795;0,8617;0,991
22:41:01:2600;-0,0460;0,4282;0,8670;0,970
22:41:01:2640;-0,0284;0,4211;1,0114;1,097
22:41:01:2660;-0,0041;0,4230;1,1337;1,210
22:41:01:2690;-0,0301;0,4801;1,0806;1,184
22:41:01:2720;-0,0752;0,4819;0,9404;1,062
22:41:01:2750;-0,0737;0,4593;0,8601;0,981
22:41:01:2780;-0,0620;0,4421;0,8976;1,005
22:41:01:2800;-0,0394;0,4187;1,0145;1,100
22:41:01:2950;-0,0260;0,4182;1,0766;1,156
22:41:01:3000;-0,0355;0,4822;0,9925;1,106
22:41:01:3050;-0,0523;0,4977;0,9191;1,049
22:41:01:3080;-0,0490;0,4849;0,8606;0,991
22:41:01:3100;-0,0247;0,4691;0,9045;1,021
22:41:01:3130;-0,0580;0,4674;0,9595;1,071
22:41:01:3140;-0,0477;0,4817;1,0468;1,155
22:41:01:3210;-0,0687;0,5260;1,0258;1,157
22:41:01:3430;-0,0478;0,5187;0,9407;1,078
22:41:01:3480;-0,0491;0,4984;0,8423;0,983
22:41:01:3500;-0,0099;0,4837;0,8710;0,998
22:41:01:3540;-0,0270;0,4704;0,9882;1,096
22:41:01:3560;-0,0689;0,4645;1,0944;1,193
22:41:01:3580;-0,0593;0,4944;1,0914;1,201
22:41:01:3610;-0,0597;0,5051;0,9797;1,106
22:41:01:3630;-0,0755;0,4800;0,8694;0,999
22:41:01:3650;-0,0379;0,4659;0,8558;0,977
22:41:01:3900;-0,0380;0,4629;0,9544;1,063
22:41:01:3950;-0,0310;0,4315;1,0465;1,133
22:41:01:3980;-0,0397;0,4762;1,0327;1,139
22:41:01:4020;-0,0532;0,5586;0,9684;1,122
22:41:01:4050;-0,0535;0,5696;0,8794;1,052
22:41:01:4070;-0,0557;0,5931;0,8422;1,035
22:41:01:4100;-0,0642;0,5864;0,8438;1,033
22:41:01:4120;-0,0519;0,5100;0,9070;1,044
22:41:01:4140;-0,0744;0,4701;1,0361;1,142
22:41:01:4160;-0,0570;0,4957;1,0659;1,179
22:41:01:4220;-0,0298;0,5247;0,9956;1,128
22:41:01:4260;-0,0318;0,5471;0,8783;1,038
22:41:01:4300;-0,0160;0,5866;0,8444;1,031
22:41:01:4350;-0,0563;0,5556;0,8717;1,038
22:41:01:4610;-0,0653;0,4972;1,0572;1,172
22:41:01:4650;-0,0698;0,4377;1,1253;1,211
22:41:01:4680;-0,0702;0,4366;1,0474;1,139
22:41:01:4710;-0,0701;0,4475;0,9710;1,074
22:41:01:4730;-0,0497;0,4653;0,9068;1,023
22:41:01:4760;-0,0302;0,5043;0,8809;1,018
22:41:01:4790;-0,0445;0,5450;0,9139;1,067
22:41:01:4810;-0,0448;0,5222;0,9555;1,092
22:41:01:4840;-0,0210;0,4648;0,9693;1,077
22:41:01:4870;-0,0563;0,4229;0,9231;1,019
22:41:01:4920;-0,0757;0,4226;0,9432;1,039
22:41:01:4960;-0,0891;0,4088;1,0165;1,101
22:41:01:5010;-0,0518;0,4121;1,0283;1,110
22:41:01:5070;-0,0775;0,4166;0,9807;1,070
22:41:01:5110;-0,0497;0,4854;1,0171;1,130
22:41:01:5160;-0,0626;0,4640;1,0371;1,140
22:41:01:5220;-0,0346;0,5282;0,9815;1,117
22:41:01:5500;-0,0645;0,4694;0,9076;1,026
22:41:01:5540;-0,0149;0,3937;0,8626;0,949
22:41:01:5570;-0,0449;0,3821;0,9377;1,015
22:41:01:5600;-0,0668;0,3391;1,0793;1,134
22:41:01:5620;-0,0902;0,3204;1,0927;1,144
22:41:01:5650;-0,0929;0,3256;0,9421;1,003
22:41:01:5680;-0,0580;0,3594;0,9275;0,998
22:41:01:5710;-0,0753;0,3576;0,9886;1,056
22:41:01:5740;0,0166;0,3546;1,0823;1,139
22:41:01:5770;-0,0335;0,3855;0,9587;1,035
22:41:01:5790;-0,0345;0,3588;0,8385;0,914
22:41:01:5820;-0,0305;0,2938;0,8733;0,923
22:41:01:5870;-0,0705;0,2309;1,0543;1,082
22:41:01:5920;-0,0483;0,2311;1,1178;1,142
22:41:01:5970;-0,1009;0,2661;0,9894;1,031
22:41:01:6020;-0,0855;0,3094;0,9319;0,987
22:41:01:6080;-0,0875;0,3260;0,9939;1,051
22:41:01:6120;-0,0686;0,2901;1,0703;1,112
22:41:01:6170;-0,0121;0,2951;1,0608;1,101
22:41:01:6420;-0,0122;0,2551;0,9485;0,982
22:41:01:6460;0,0162;0,2211;0,9073;0,933
22:41:01:6490;-0,0362;0,1863;0,9618;0,980
22:41:01:6520;-0,0654;0,1511;1,0526;1,065
22:41:01:6550;-0,0651;0,1930;1,1040;1,123
22:41:01:6590;-0,0872;0,2262;1,0418;1,071
22:41:01:6620;-0,1005;0,2808;0,9822;1,028
22:41:01:6640;-0,0814;0,2664;0,9985;1,038
22:41:01:6670;-0,0666;0,2647;1,0846;1,119
22:41:01:6700;-0,0462;0,2215;1,0810;1,104
22:41:01:6730;0,0108;0,1951;1,0160;1,033
22:41:01:6800;0,0000;0,1670;0,9758;0,989
22:41:01:6830;-0,0218;0,2007;1,0336;1,053
22:41:01:6870;-0,0759;0,2322;1,0715;1,100
22:41:01:6920;-0,1070;0,2364;1,0057;1,040
22:41:01:6970;-0,0814;0,2876;0,9697;1,016
22:41:01:7020;-0,0963;0,2760;0,9720;1,017
22:41:01:7250;-0,0442;0,2774;1,0182;1,057
22:41:01:7290;-0,0443;0,2461;1,0598;1,089
22:41:01:7320;-0,0322;0,2294;1,0295;1,055
22:41:01:7350;-0,0072;0,2099;0,9598;0,982
22:41:01:7390;-0,0149;0,2339;0,8890;0,919
22:41:01:7420;-0,0251;0,2604;0,9001;0,938
22:41:01:7450;-0,0891;0,2788;0,9275;0,974
22:41:01:7480;-0,0551;0,3158;0,9797;1,032
22:41:01:7510;-0,0778;0,3493;0,9964;1,060
22:41:01:7540;-0,0829;0,3317;0,9909;1,050
22:41:01:7610;-0,0058;0,3383;0,9788;1,036
22:41:01:7650;-0,0457;0,3018;0,9086;0,960
22:41:01:7680;0,0083;0,3260;0,9219;0,978
22:41:01:7760;-0,0535;0,2975;0,9469;0,995
22:41:01:7790;-0,0174;0,3295;1,0120;1,065
22:41:01:7830;-0,0656;0,3589;0,9649;1,033
22:41:01:7880;-0,0556;0,3805;0,9045;0,985
22:41:01:7930;-0,0742;0,3766;0,8689;0,952
22:41:01:7980;-0,0499;0,3974;0,9150;1,001
22:41:01:8030;-0,0371;0,4071;0,9933;1,075
22:41:01:8090;-0,0075;0,3797;1,0589;1,125
22:41:01:8130;-0,0107;0,3882;1,0187;1,091
22:41:01:8190;-0,0075;0,3930;0,9477;1,027
22:41:01:8460;-0,0484;0,4219;0,8992;0,996
22:41:01:8500;-0,0486;0,4272;0,9303;1,027
22:41:01:8530;-0,0639;0,4546;0,9530;1,060
22:41:01:8590;-0,0693;0,4258;0,9954;1,087
22:41:01:8620;-0,0364;0,4753;1,0234;1,131
22:41:01:8650;-0,0146;0,4156;0,9836;1,069
22:41:01:8680;-0,0192;0,4188;0,8891;0,984
22:41:01:8700;-0,0112;0,3960;0,8852;0,971
22:41:01:8740;-0,0202;0,4342;0,9700;1,064
22:41:01:8760;-0,0441;0,4071;1,0520;1,130
22:41:01:8780;-0,0860;0,4954;1,0293;1,148
22:41:01:8810;-0,0469;0,4762;0,9381;1,055
22:41:01:8840;-0,0559;0,4528;0,8804;0,994
22:41:01:8940;-0,0460;0,4287;0,9398;1,036
22:41:01:9000;-0,0116;0,4347;1,0611;1,148
22:41:01:9030;-0,0249;0,3978;1,0837;1,155
22:41:01:9060;-0,0347;0,4425;1,0555;1,146
22:41:01:9090;-0,0568;0,4244;0,9503;1,044
22:41:01:9150;-0,0534;0,4324;0,9054;1,007
22:41:01:9200;-0,0603;0,4153;0,9523;1,043
22:41:01:9450;-0,0543;0,4450;1,0529;1,146
22:41:01:9540;-0,0531;0,3982;1,0835;1,157
22:41:01:9620;-0,0432;0,4278;1,0597;1,145
22:41:01:9660;-0,0331;0,4219;0,9893;1,077
22:41:01:9690;-0,0526;0,4013;0,9550;1,039
22:41:01:9720;-0,0454;0,4126;1,0310;1,113
22:41:01:9740;-0,0422;0,4153;1,0728;1,152
22:41:01:9780;-0,0602;0,3852;1,0392;1,111
22:41:01:9800;-0,0748;0,4104;1,0621;1,143
22:41:01:9840;-0,0784;0,3896;1,0353;1,111
22:41:01:9860;-0,0631;0,3735;1,0084;1,079
22:41:01:9890;-0,0468;0,3772;0,9965;1,068
22:41:01:9930;-0,0714;0,3585;1,0178;1,083
22:41:01:9950;-0,0465;0,3564;1,0186;1,081
22:41:01:9980;-0,0622;0,3655;1,0602;1,124
22:41:02:0000;-0,0941;0,3587;1,0229;1,090
22:41:02:0050;-0,0877;0,3384;0,9715;1,034
22:41:02:0100;-0,0559;0,3598;0,9583;1,027
22:41:02:0140;-0,1005;0,3350;1,0286;1,088
22:41:02:0200;-0,0582;0,3248;0,9902;1,045
22:41:02:0270;-0,0436;0,3393;0,9907;1,049
22:41:02:0320;-0,0769;0,3250;0,9665;1,024
22:41:02:0350;-0,0629;0,3277;1,0212;1,075
22:41:02:0400;-0,0667;0,3240;0,9347;0,993
22:41:02:0680;-0,0461;0,3099;0,9552;1,006
22:41:02:0710;-0,0919;0,3096;0,9363;0,992
22:41:02:0750;-0,0342;0,3348;1,0372;1,091
22:41:02:0790;-0,0742;0,3053;1,0039;1,053
22:41:02:0820;-0,0565;0,3204;0,9177;0,975
22:41:02:0850;-0,0391;0,3078;0,8530;0,909
22:41:02:0880;-0,0072;0,3026;0,9222;0,971
22:41:02:0900;-0,0173;0,3002;0,9977;1,042
22:41:02:0940;-0,0290;0,3316;1,0379;1,090
22:41:02:0970;-0,0311;0,3135;1,0029;1,052
22:41:02:1000;-0,0632;0,3323;0,8854;0,950
22:41:02:1040;-0,0439;0,3312;0,8788;0,941
22:41:02:1060;-0,0246;0,3375;0,9592;1,018
22:41:02:1100;0,0118;0,3398;1,0046;1,060
22:41:02:1160;0,0068;0,3350;0,9400;0,998
22:41:02:1200;-0,0231;0,3324;0,8992;0,960
22:41:02:1270;-0,0250;0,3199;0,8700;0,928
22:41:02:1320;-0,0082;0,3281;0,9445;1,000
22:41:02:1350;0,0038;0,3441;0,9687;1,028
22:41:02:1400;-0,0200;0,3433;0,9366;0,998
22:41:02:1610;-0,0319;0,3457;0,9124;0,977
22:41:02:1650;-0,0344;0,3870;0,9166;0,997
22:41:02:1670;-0,0448;0,3580;0,9430;1,011
22:41:02:1700;-0,0133;0,3868;0,9727;1,048
22:41:02:1740;0,0472;0,3573;0,9575;1,022
22:41:02:1770;0,0036;0,3527;0,9216;0,987
22:41:02:1790;-0,0027;0,3833;0,9043;0,983
22:41:02:1810;-0,0399;0,3693;0,9451;1,017
22:41:02:1930;-0,0824;0,4103;0,9578;1,048
22:41:02:2010;-0,0412;0,4020;1,0106;1,090
22:41:02:2040;-0,0491;0,4015;0,9440;1,029
22:41:02:2070;-0,0127;0,3948;0,8645;0,952
22:41:02:2110;-0,0145;0,3745;0,8873;0,964
22:41:02:2180;-0,0265;0,3944;1,0415;1,115
22:41:02:2200;-0,0003;0,4122;1,0854;1,161
22:41:02:2230;-0,0780;0,3924;0,9645;1,046
22:41:02:2260;-0,0491;0,4539;0,8370;0,956
22:41:02:2360;-0,0752;0,4246;0,8827;0,985
22:41:02:2400;-0,0780;0,4368;0,9781;1,076
22:41:02:2450;-0,0055;0,3831;1,0310;1,100
22:41:02:2480;-0,0411;0,3718;0,9417;1,015
22:41:02:2750;-0,0362;0,4120;0,9096;1,001
22:41:02:2950;-0,0588;0,4229;0,9376;1,032
22:41:02:2980;-0,0263;0,4560;1,0010;1,102
22:41:02:3020;-0,0632;0,4065;0,9572;1,044
22:41:02:3050;-0,0277;0,4064;0,8604;0,953
22:41:02:3090;-0,0411;0,3877;0,8522;0,939
22:41:02:3120;-0,0356;0,3881;1,0058;1,080
22:41:02:3160;-0,0341;0,3683;1,1215;1,181
22:41:02:3190;-0,0458;0,4108;1,0131;1,095
22:41:02:3220;-0,0344;0,4411;0,8872;0,993
22:41:02:3240;-0,0593;0,4299;0,9018;1,003
22:41:02:3280;-0,0050;0,4523;1,0328;1,128
22:41:02:3310;0,0039;0,3892;1,1273;1,193
22:41:02:3330;-0,0029;0,3737;1,0692;1,133
22:41:02:3370;-0,0273;0,3747;0,9667;1,038
22:41:02:3390;-0,0653;0,3924;0,9541;1,036
22:41:02:3430;-0,0961;0,4175;1,0556;1,141
22:41:02:3460;-0,0523;0,3839;1,0663;1,136
22:41:02:3490;0,0009;0,3826;0,9728;1,046
22:41:02:3520;-0,0406;0,3780;0,8762;0,957
22:41:02:3540;-0,0278;0,3729;0,9899;1,059
22:41:02:3570;-0,0322;0,3993;1,1896;1,256
22:41:02:3620;-0,0736;0,3977;1,1309;1,202
22:41:02:3670;-0,0802;0,3947;0,9393;1,024
22:41:02:3720;-0,0883;0,3923;0,8624;0,954
22:41:02:4030;-0,0895;0,3897;0,9326;1,017
22:41:02:4070;-0,0825;0,3419;1,0613;1,120
22:41:02:4130;-0,0570;0,3168;1,0462;1,095
22:41:02:4160;-0,0439;0,3109;0,9287;0,981
22:41:02:4180;-0,1007;0,3534;0,9054;0,980
22:41:02:4200;-0,0998;0,3709;1,0476;1,118
22:41:02:4230;-0,0962;0,3497;1,0579;1,120
22:41:02:4240;-0,0871;0,3315;0,9558;1,017
22:41:02:4270;-0,0863;0,3416;0,8670;0,938
22:41:02:4290;-0,0698;0,3199;0,9364;0,994
22:41:02:4320;-0,0586;0,3068;1,0787;1,124
22:41:02:4340;-0,0903;0,2853;1,0675;1,110
22:41:02:4370;-0,0642;0,3205;0,9638;1,019
22:41:02:4440;-0,0674;0,3356;0,9316;0,994
22:41:02:4480;-0,1025;0,3483;0,9578;1,027
22:41:02:4540;-0,0670;0,3221;1,0331;1,085
22:41:02:4580;-0,0492;0,3080;1,0277;1,075
22:41:02:4770;-0,0483;0,3064;0,9587;1,009
22:41:02:4820;-0,0661;0,3136;0,9645;1,018
22:41:02:4840;-0,0544;0,3127;1,0592;1,106
22:41:02:4860;-0,0786;0,3005;1,0369;1,084
22:41:02:4890;-0,0780;0,3155;0,9464;1,002
22:41:02:4920;-0,0693;0,3358;0,8856;0,952
22:41:02:4940;-0,0358;0,3410;0,9931;1,051
22:41:02:5080;-0,0688;0,3067;1,0801;1,126
22:41:02:5120;-0,0154;0,2905;1,0088;1,050
22:41:02:5140;-0,0624;0,3109;0,9028;0,958
22:41:02:5170;-0,0701;0,3414;0,9064;0,973
22:41:02:5190;-0,0769;0,3201;1,0145;1,068
22:41:02:5240;-0,0447;0,3110;0,9861;1,036
22:41:02:5280;-0,0342;0,3114;0,9164;0,969
22:41:02:5480;-0,0861;0,3536;0,8478;0,925
22:41:02:5520;-0,0191;0,3063;1,0189;1,064
22:41:02:5540;-0,1017;0,3166;1,0944;1,145
22:41:02:5560;-0,0650;0,2843;1,0354;1,077
22:41:02:5580;-0,0394;0,3281;0,9470;1,004
22:41:02:5610;-0,0504;0,3162;0,9950;1,046
22:41:02:5630;-0,0592;0,3213;1,0306;1,082
22:41:02:5830;-0,0654;0,3224;1,0492;1,101
22:41:02:5860;-0,0514;0,3871;1,0818;1,151
22:41:02:5890;-0,0689;0,3772;1,0907;1,157
22:41:02:5910;-0,0454;0,3452;1,0738;1,130
22:41:02:5930;-0,0106;0,3505;1,0280;1,086
22:41:02:5970;-0,0564;0,3594;1,0167;1,081
22:41:02:5990;-0,0595;0,3766;1,0771;1,144
22:41:02:6040;-0,0641;0,3509;1,1174;1,174
22:41:02:6090;-0,0742;0,3407;0,9966;1,057
22:41:02:6290;-0,0723;0,3715;0,9391;1,014
22:41:02:6320;-0,0537;0,3952;0,9524;1,034
22:41:02:6340;-0,0435;0,3460;1,0284;1,087
22:41:02:6360;-0,0633;0,3504;0,9752;1,040
22:41:02:6390;-0,0736;0,3886;0,9368;1,019
22:41:02:6410;-0,0816;0,4117;0,9386;1,031
22:41:02:6440;-0,0824;0,3513;0,9930;1,058
22:41:02:6690;-0,0432;0,3560;0,9194;0,988
22:41:02:6740;-0,0449;0,3966;0,8772;0,966
22:41:02:6770;-0,0511;0,4066;0,8832;0,976
22:41:02:6810;-0,0912;0,3510;0,9900;1,056
22:41:02:6850;-0,0697;0,3680;0,9661;1,038
22:41:02:6870;-0,0747;0,4120;0,9365;1,028
22:41:02:6900;-0,0173;0,3849;0,9001;0,980
22:41:02:6920;-0,0342;0,3563;0,9208;0,989
22:41:02:6950;-0,0300;0,3480;0,8637;0,933
22:41:02:6990;-0,0441;0,4325;0,9644;1,059
22:41:02:7010;-0,0695;0,3760;1,0251;1,096
22:41:02:7070;0,0035;0,3898;1,0294;1,101
22:41:02:7120;-0,0074;0,3726;0,8600;0,938
22:41:02:7150;0,0100;0,4500;0,8726;0,983
22:41:02:7230;-0,0320;0,3927;0,9654;1,044
22:41:02:7260;-0,0114;0,3742;1,0851;1,148
22:41:02:7300;-0,0451;0,3465;1,0272;1,086
22:41:02:7520;0,0230;0,4259;0,9553;1,047
22:41:02:7560;0,0138;0,3496;0,9669;1,028
22:41:02:7590;-0,0045;0,3610;0,9577;1,024
22:41:02:7620;-0,0223;0,3649;1,0424;1,105
22:41:02:7660;-0,0239;0,4316;1,0546;1,141
22:41:02:7690;-0,0217;0,3525;1,0732;1,130
22:41:02:7710;-0,0372;0,3671;0,9283;1,000
22:41:02:7740;0,0351;0,3785;0,9330;1,007
22:41:02:7760;-0,0488;0,4051;0,9280;1,015
22:41:02:7870;-0,0268;0,3394;1,0719;1,125
22:41:02:7910;-0,0701;0,3240;0,9905;1,046
22:41:02:7950;-0,0410;0,3551;0,9236;0,992
22:41:02:7970;-0,0521;0,3951;0,8515;0,942
22:41:02:8000;-0,0485;0,3416;0,8833;0,950
22:41:02:8050;-0,0137;0,3158;0,8885;0,944
22:41:02:8100;-0,0679;0,3761;0,9340;1,011
22:41:02:8170;-0,0670;0,3406;0,9249;0,990
22:41:02:8210;-0,0308;0,3143;0,8995;0,954
22:41:02:8250;-0,0113;0,3048;0,8463;0,900
22:41:02:8500;-0,0675;0,3555;0,8220;0,900
22:41:02:8550;-0,0171;0,3226;0,8522;0,912
22:41:02:8580;-0,0552;0,2916;0,9420;0,989
22:41:02:8630;-0,0511;0,3025;0,9854;1,033
22:41:02:8670;-0,0237;0,3463;0,9960;1,055
22:41:02:8690;-0,0018;0,3047;1,0057;1,051
22:41:02:8730;-0,0116;0,3034;0,9872;1,033
22:41:02:8770;-0,0336;0,3107;0,9961;1,045
22:41:02:8800;-0,0086;0,3450;1,0441;1,100
22:41:02:8820;-0,0358;0,3179;1,0841;1,131
22:41:02:8850;-0,0138;0,3116;1,0121;1,059
22:41:02:8870;-0,0028;0,3616;1,0015;1,065
22:41:02:8950;-0,0133;0,3300;1,0087;1,062
22:41:02:8990;-0,0545;0,3113;1,0579;1,105
22:41:02:9020;-0,0129;0,3067;1,0664;1,110
22:41:02:9060;-0,0067;0,3373;1,0270;1,081
22:41:02:9100;-0,0167;0,3116;0,9580;1,008
22:41:02:9170;-0,0384;0,3135;0,9043;0,959
22:41:02:9210;-0,0529;0,3384;0,9473;1,009
22:41:02:9260;-0,0695;0,3289;1,0147;1,070
22:41:02:9470;-0,0705;0,3144;1,0261;1,077
22:41:02:9510;-0,0149;0,3268;0,9241;0,981
22:41:02:9530;-0,0397;0,3704;0,8875;0,964
22:41:02:9570;-0,0724;0,3002;0,9394;0,990
22:41:02:9600;-0,0537;0,3374;1,0468;1,102
22:41:02:9630;-0,0483;0,3489;1,0510;1,109
22:41:02:9670;-0,0441;0,3367;0,9983;1,055
22:41:02:9700;-0,0545;0,3347;0,9134;0,976
22:41:02:9730;-0,0333;0,3489;0,9290;0,994
22:41:02:9830;-0,1295;0,3519;0,9803;1,052
22:41:02:9870;-0,0609;0,3088;1,0327;1,081
22:41:02:9900;-0,0350;0,3493;1,0174;1,077
22:41:02:9930;-0,0330;0,3493;0,9472;1,011
22:41:02:9970;-0,0455;0,3579;0,9272;0,996
22:41:03:0020;-0,0847;0,3309;0,9450;1,007
22:41:03:0080;-0,0449;0,3599;1,0210;1,085
22:41:03:0120;-0,1048;0,3644;0,9943;1,066
22:41:03:0180;-0,0235;0,3229;0,9604;1,014
22:41:03:0220;-0,0444;0,3318;0,9140;0,975
22:41:03:0270;-0,1074;0,3645;0,9360;1,013
22:41:03:0500;-0,0608;0,3337;1,0093;1,066
22:41:03:0550;-0,0475;0,3438;1,0189;1,077
22:41:03:0570;-0,0200;0,3546;1,0161;1,077
22:41:03:0600;-0,0430;0,3861;0,9007;0,982
22:41:03:0640;-0,0621;0,3520;0,9043;0,974
22:41:03:0660;-0,0883;0,3723;0,9577;1,033
22:41:03:0690;-0,0799;0,3455;1,0760;1,134
22:41:03:0710;-0,0468;0,3317;1,0283;1,082
22:41:03:0740;-0,0014;0,3455;0,9385;1,000
22:41:03:0820;-0,0584;0,3463;0,9113;0,978
22:41:03:0880;-0,0748;0,3686;1,0002;1,070
22:41:03:0900;-0,0265;0,3307;1,1059;1,155
22:41:03:0930;-0,0406;0,3504;1,0487;1,107
